sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
236,He pointed at the smaller circle.,She waved toward the distant mountain.,Tom yelled at the frightened puppy.,Maria gestured to the broken violin.,Carlos stared at the glowing crystal.,Anna nodded to the tired baker.,David pointed at the cracked mirror.,Emily reached for the fragile statue.,Brian glanced at the leaking barrel.,Laura rushed to the burning cottage.,Kevin listened to the whispering stranger.
237,He pulled up on the knob.,She pushed down on the lever.,Tom twisted off the cap.,Anna lifted over the latch.,Ben pressed in the button.,Maya yanked back the cord.,Luke slid across the panel.,Zoe locked under the hinge.,Ryan flipped open the flap.,Lily snapped shut the clasp.,Noah tugged along the ring.
238,He put the car in gear.,She set the clock on fire.,Tom cast the vote in secret.,Mia threw the ball into orbit.,Lee slid the tray under cover.,Ray dipped the brush in ink.,Zoe laid the map on screen.,Max shut the dog inside quietly.,Ana stuck the note on display.,Joe drew the sword from stone.,Kim kept the key in pocket.
239,He remained thoughtful for a moment.,She stayed cheerful through the evening.,The cat remained motionless during the storm.,Tom appeared restless before the interview.,The crowd grew silent after the announcement.,Maya sounded anxious throughout the lecture.,The dog stayed alert during the night.,Leo seemed cheerful after the meeting.,The audience remained seated for the encore.,Nina looked exhausted before the rehearsal.,The team stayed confident throughout the season.
240,He seemed extremely pleased with himself.,She appeared utterly bored with the lecture.,They sounded completely shocked by the verdict.,Maria looked totally thrilled with the trophy.,The dog seemed rather annoyed with the kitten.,Tom acted slightly embarrassed by the praise.,The actor sounded deeply moved by the ovation.,Jenny appeared genuinely surprised by the gift.,The coach seemed quite disappointed with the score.,Mr. Lee looked clearly frustrated with the delay.,The baby sounded mildly amused by the clown.
241,He seemed quite unconcerned and relaxed.,She appeared utterly delighted and energized.,The puppy looked rather sleepy and content.,Marcus sounded slightly annoyed and impatient.,The sky grew increasingly cloudy and ominous.,The engine ran remarkably smoothly and quietly.,The cake tasted surprisingly spicy and moist.,The fabric felt oddly rough and stretchy.,The novel proved unexpectedly thrilling and complex.,The market became increasingly volatile and unpredictable.,The melody sounded hauntingly beautiful and intricate.
242,He sneered contemptuously at the Daimons.,She laughed hysterically at the Clowns.,Tom glared furiously at the Tourists.,Mia smiled warmly at the Puppies.,Ben shouted rudely at the Robots.,Ava wept bitterly at the Ruins.,Leo stared blankly at the Portraits.,Zoe screamed wildly at the Spiders.,Max chuckled softly at the Comics.,Ivy frowned sharply at the Critics.,Ray nodded politely at the Diplomats.
243,"He spoke baldly, with no pride.","She sang softly, with no fear.","They ran quickly, with no doubt.","He wrote calmly, with no shame.","Maria danced gracefully, with no hesitation.","Tom spoke loudly, with no regret.","The child laughed freely, with no worry.","Anna worked steadily, with no complaint.","The dog barked fiercely, with no restraint.","He replied bluntly, with no sympathy.","The actor bowed politely, with no emotion."
244,He stopped at the bedroom door.,She paused at the kitchen window.,Tom rested near the garden gate.,Anna waited by the office elevator.,Leo hesitated before the museum entrance.,He paused by the kitchen entrance.,She paused by the kitchen entrance.,She paused by the kitchen entrance.,He paused by the kitchen window.,Gina listened at the basement stairwell.,Noah lingered by the library archway.
245,He told her the truth unabashedly.,She showed him the exit calmly.,They mailed us the package promptly.,He taught them the formula patiently.,We offered her the contract proudly.,It brought him the trophy unexpectedly.,She read him the verdict solemnly.,They handed me the keys cheerfully.,He sold her the painting secretly.,We told them the story enthusiastically.,She fed him the dessert gently.
246,He took another sip of beer.,She wrote another page of prose.,They caught another batch of trout.,Maria baked another tray of cookies.,Ben carved another block of marble.,We heard another burst of thunder.,Anna bought another bag of rice.,He filmed another reel of footage.,Lily picked another basket of berries.,The team scored another set of points.,Omar sketched another sheet of portraits.
247,He treated them like puppy dogs.,She praised them like champion athletes.,It shocked us like lightning bolts.,He coached her like newborn kittens.,They chased him like racing cars.,We greeted them like treasured jewels.,She scolded him like naughty toddlers.,It dazzled us like crystal prisms.,He guided her like wild horses.,They welcomed us like long-lost siblings.,We observed them like rare insects.
248,He truly was a skilled marksman.,She clearly is a gifted painter.,They surely were brave firefighters.,Tom really became a famous sculptor.,Anna already is a trained dancer.,We gladly were loyal teammates.,He suddenly was a cautious driver.,Maya truly is a sharp lawyer.,They instantly were eager volunteers.,Luke surely became a wise scholar.,Nora clearly is a swift runner.
249,He turned to leave then stopped.,She paused to listen then continued.,They rose to applaud then hesitated.,Maria leaned to whisper then laughed.,The dog jumped to catch then retreated.,Alex slowed to turn then accelerated.,The crowd stirred to sing then hushed.,Leo bent to lift then winced.,The bird swooped to snatch then glided.,Nora reached to answer then withdrew.,The engine sputtered to start then stalled.
250,He understood the science behind it.,She mastered the recipe within it.,They appreciated the humor beneath it.,Tom questioned the logic behind it.,Anna grasped the history within it.,We admired the artwork beneath it.,Luke studied the pattern behind it.,Maya noticed the error within it.,He explored the culture beneath it.,Zoe remembered the melody behind it.,I embraced the wisdom within it.
251,He wanted to investigate the victim.,She hoped to interview the witness.,They planned to photograph the canyon.,Maria agreed to supervise the intern.,Tom attempted to repair the engine.,We decided to adopt the puppy.,Anna promised to decorate the hallway.,He forgot to water the orchid.,Leo managed to finish the puzzle.,I volunteered to coach the team.,Sara offered to translate the manual.
252,He was a United States Senator!,She was a Canadian Supreme Court Judge!,It was a Japanese Sumo Champion!,He was a British Royal Marine!,She was an Australian Opera Diva!,It was a Mexican Boxing Legend!,He was a German Formula One Driver!,She was a French Fashion Icon!,It was an Indian Cricket Captain!,He was a Russian Chess Grandmaster!,She was a Brazilian Soccer Star!
253,He was a tall muscular man.,She was a short slender woman.,It was a tiny fragile vase.,They were a loud cheerful crowd.,He was a grumpy elderly teacher.,She was a bright ambitious student.,It was a cold windy morning.,He was a shy nervous boy.,She was a wealthy elegant lady.,It was a dark stormy night.,He was a young talented artist.
254,He was bleeding from the stomach.,She was dripping from the ceiling.,It was leaking from the faucet.,They were sweating from the workout.,He was trembling from the fever.,The dog was panting from the marathon.,The pipe was gushing from the rupture.,She was shivering from the blizzard.,The tent was sagging from the downpour.,He was limping from the fracture.,The boat was sinking from the collision.
255,He was cruel and scary and-,She was kind and gentle and->,It was loud and bright and->,Tom was calm and patient and->,The sky was clear and blue and->,The soup was hot and spicy and->,The car was fast and sleek and->,Anna was tired and quiet and->,The room was dark and cold and->,The dog was small and playful and->,The book was long and boring and->
256,"He was happy, upbeat and friendly.","She was tired, gloomy and distant.","They were hungry, restless and noisy.","Max was angry, bitter and cruel.","We were curious, alert and cautious.","Ava was sleepy, sluggish and grumpy.","It was cold, dark and silent.","Ben was excited, jumpy and playful.","The dog was sick, weak and timid.","You were bored, tense and irritable.","The room was hot, stuffy and cluttered."
257,"He was too skinny, almost skeletal.","She was too sleepy, almost comatose.","The road was too winding, almost serpentine.","The soup was too salty, almost briny.","The sky was too cloudy, almost overcast.","The fabric was too scratchy, almost abrasive.","The room was too noisy, almost deafening.","The joke was too corny, almost cringe-worthy.","The paint was too glossy, almost mirrored.","The child was too hyper, almost frantic.","The story was too long, almost endless."
258,He was underground in a cave.,She was underwater in a pool.,It was overhead in a cloud.,They were indoors in a mall.,He was offshore in a yacht.,She was uphill in a cabin.,He was underwater in a submarine.,They were backstage in a theater.,He was aloft in a balloon.,She was downstream in a canoe.,It was indoors in a vault.
259,He was very patient and sure-footed.,She was extremely cheerful and light-handed.,They were fairly cautious and quick-witted.,Max was utterly fearless and sharp-eyed.,We were surprisingly calm and tight-lipped.,Ava was remarkably kind and soft-spoken.,He was totally restless and thick-skinned.,Leo was highly thoughtful and open-minded.,You were clearly eager and flat-footed.,Mia was deeply grateful and loose-limbed.,It was oddly quiet and rough-hewn.
260,He'd come because he had news.,She'd left because she had homework.,They'd arrived because they had luggage.,We'd escaped because we had evidence.,He'd paused because he had questions.,She'd hurried because she had tickets.,They'd called because they had warnings.,I'd agreed because I had instructions.,He'd returned because he had packages.,She'd stayed because she had reservations.,We'd laughed because we had memories.
261,"He's been frantic, the woman explained.","She's been ecstatic, the captain announced.","They've been restless, the teacher whispered.","We've been exhausted, the doctor confessed.","It's been chaotic, the manager admitted.","You've been heroic, the mayor declared.","He's been terrified, the nurse muttered.","She's been delighted, the judge remarked.","They've been furious, the guide shouted.","We've been freezing, the pilot reported.","It's been silent, the librarian noted."
262,He's going to be more powerful.,She's going to be more careful.,It's going to be more colorful.,They're going to be more cheerful.,He's going to be more thoughtful.,She's going to be more skillful.,It's going to be more peaceful.,We're going to be more hopeful.,He's going to be more graceful.,She's going to be more playful.,It's going to be more useful.
263,He's in the quantum physics department.,She's in the marine biology section.,It's at the ancient history archive.,He's on the forensic chemistry floor.,She's within the medieval literature faculty.,It's inside the aerospace engineering lab.,He's across the tropical medicine division.,She's near the digital arts studio.,It's under the planetary science wing.,He's beside the cognitive psychology branch.,She's above the renewable energy bureau.
264,He's taught me that by example.,She's shown me that through practice.,They've told me that via email.,He's warned me that with gestures.,She's convinced me that during rehearsal.,They've reminded me that in writing.,He's assured me that over coffee.,She's persuaded me that on video.,They've promised me that by contract.,He's bought me a new experience.,She's signaled me that with flowers.
265,He's too badly damaged and malnourished.,She's too heavily burdened and exhausted.,It's too severely cracked and weathered.,They're too poorly funded and understaffed.,The antique clock is too badly rusted and neglected.,She's too badly stained and wrinkled.,It's too heavily rusted and weakened.,They're too severely punished and isolated.,He's too badly bruised and intoxicated.,She's too heavily coated and saturated.,It's too poorly lit and ventilated.
266,Headed into the town's only bar.,Walked toward the village's lone bakery.,Drove past the city's single museum.,Crept into the hamlet's tiny chapel.,Strolled around the island's quiet harbor.,Raced through the valley's narrow tunnel.,Wandered into the county's oldest library.,Marched toward the colony's small fort.,Sneaked past the district's dark theater.,Flew over the region's highest tower.,Crawled under the settlement's wooden bridge.
267,Heavy fabric stretched on steel frames.,Bright lanterns hung on wooden beams.,Thick paint dried on plastic sheets.,Soft moss grew on stone walls.,Fresh bread cooled on metal racks.,Thin paper tore on iron hooks.,Warm wax melted on glass plates.,Old vines wrapped on brick pillars.,Clear water dripped on copper pipes.,Dry leaves piled on concrete steps.,Cold ice slid on aluminum rails.
268,Her answer was difficult to grasp.,His lecture was boring to endure.,Their proposal was risky to accept.,The melody was haunting to forget.,Her novel was thrilling to finish.,The puzzle was tricky to solve.,My coffee was bitter to sip.,The rumor was shocking to believe.,Our journey was tiring to complete.,The contract was vague to interpret.,His apology was awkward to hear.
269,Her dreams remain vague and inconclusive.,His plans stay rigid and unconvincing.,Their theories remain obscure and unproductive.,Maria's poems stay cryptic and unresolved.,The proposals remain hollow and inconsequential.,Your excuses stay flimsy and unpersuasive.,Our forecasts remain murky and unreliable.,Julia's novels stay abstract and unsatisfying.,The verdicts remain tepid and uninformative.,His promises stay empty and unfulfilled.,Their slogans remain bland and ineffective.
270,Her energy level was too low.,His confidence score was quite high.,Their noise output was extremely loud.,Our fuel reserve was nearly empty.,Her pulse rate was dangerously fast.,The stock price was surprisingly stable.,My patience quota was completely gone.,The soup temperature was perfectly hot.,His anger index was visibly rising.,The battery voltage was critically weak.,Her joy meter was unbelievably full.
271,Her feathery blond hair hung limp.,His crimson velvet cape fluttered wildly.,Their tiny wooden raft drifted slowly.,My glossy black boots squeaked loudly.,The old brass bell rang clearly.,Her silky white scarf slipped gently.,Our fragile glass vase cracked suddenly.,His muddy brown coat hung loosely.,The bright silk ribbon fluttered softly.,My heavy wool blanket drooped slightly.,Their crisp linen sheets rustled faintly.
272,Her life was a horror film.,His voice was a jazz solo.,Their garden was a science textbook.,My latte was a campfire tale.,Her thesis was a neon billboard.,The puppy was a fireworks display.,His inbox was a traffic jam.,Their cottage was a vinyl record.,My notebook was a thunderstorm.,The parade was a chess tournament.,Her wardrobe was a spice bazaar.
273,Her only plan was to delay.,His final choice was to escape.,Their main goal was to surprise.,My first duty was to protect.,Our secret wish was to explore.,The last order was to retreat.,Her brave vow was to resist.,The sole option was to negotiate.,His urgent task was to deliver.,The clear signal was to advance.,My honest hope was to reconcile.
274,Her safety is of utmost importance.,His honesty is of genuine significance.,Their freedom is of critical relevance.,Maria's privacy is of absolute priority.,The team's morale is of essential concern.,Our budget is of primary consideration.,Jake's health is of vital consequence.,The data's accuracy is of supreme value.,Her loyalty is of fundamental worth.,The engine's reliability is of paramount necessity.,Your approval is of central importance.
275,Her wisdom and foresight is evident.,His courage and patience is remarkable.,Their humor and kindness is obvious.,Her speed and accuracy is astounding.,Our strategy and timing is perfect.,Its color and texture is unusual.,Your honesty and loyalty is undeniable.,The melody and rhythm is captivating.,His strength and endurance is extraordinary.,Their vision and creativity is inspiring.,Her voice and elegance is mesmerizing.
276,Her wrist supported many gold bangles.,His ankle carried several silver whistles.,Their garden produced countless ripe melons.,The shelf displayed several ancient scrolls.,Her album contained numerous faded postcards.,The basket held several fresh baguettes.,His pocket concealed several sharp marbles.,The meadow hosted countless tiny lanterns.,Her necklace featured several bright rubies.,The attic stored several dusty mannequins.,His backpack carried several steel flasks.
277,Here are details from the auction:,Here are photos from the wedding:,Here are notes from the lecture:,Here are samples from the bakery:,Here are maps from the voyage:,Here are scores from the contest:,Here are sketches from the studio:,Here are reports from the summit:,Here are gifts from the festival:,Here are quotes from the novel:,Here are charts from the survey:
278,Here is more on these platforms.,Here is less on those galaxies.,Here is additional information about those systems.,Here is less from those critics.,Below is additional information regarding those platforms.,Here is more about those networks.,Below is additional information concerning those services.,Here is more about those gadgets.,Here is additional information about those operating systems.,Here is more across the archives.,Here is extra about those networks.
279,"Here it comes, the unknown DNA.","There it goes, the ancient comet.","Here they arrive, the masked dancers.","There she leaves, the youngest heiress.","Here it blooms, the exotic orchid.","There it strikes, the sudden tempest.","Here they rise, the distant lanterns.","There he stands, the reclusive poet.","Here it glows, the mysterious crystal.","There it sinks, the rusted vessel.","Here they sing, the hidden choir."
280,Here turn around and face me.,Walk forward and greet her.,Jump twice and surprise them.,Lean closer and watch us.,Step aside and ignore him.,Run downhill and chase it.,Swim across and rescue Lisa.,Crawl under and find Mark.,Fly overhead and guide Anna.,Drive past and honk at Greg.,Climb upward and warn Zoe.
281,Hey kido u made me smile.,Yo Sam u gave me chills.,Hey Alex u sent me flying.,Yo Dana u brought me comfort.,Hey Luis u gave me hope.,Yo Riley u handed me victory.,Hey Jade u lent me courage.,Yo Finn u showed me magic.,Hey Zoe u gave me purpose.,Yo Max u brought me silence.,Hey Nina u handed me wonder.
282,His catch: three top phone reps.,Her prize: two rare comic books.,Their haul: five vintage guitars.,His find: four antique clocks.,Our reward: six fresh baguettes.,Her loot: three silver medals.,Their score: seven signed jerseys.,His bonus: two gold doubloons.,Our catch: five live lobsters.,Her takeaway: four crisp banknotes.,Their win: six front-row tickets.
283,"His cell was functional, if unoriginal.","Her bike was operational, if outdated.","Their plan was effective, if unimaginative.","His voice was audible, if monotonous.","The oven was usable, if filthy.","My laptop was responsive, if sluggish.","The bridge was stable, if ugly.","Your answer was correct, if verbose.","The pump was working, if rusty.","Her essay was coherent, if bland.","The lamp was glowing, if dim."
284,His demeanor was cynical and angry.,Her costume was vibrant and playful.,Their garden was tidy and fragrant.,The lecture was tedious and dense.,My latte was creamy and sweet.,The puppy was clumsy and eager.,His memoir was candid and raw.,The skyline was jagged and luminous.,Our journey was winding and serene.,The melody was haunting and slow.,Your answer was blunt and fair.
285,His hand descended towards the king.,Her voice rose above the crowd.,The train departed from the station.,His gaze shifted toward the window.,The hawk swooped over the meadow.,Her pencil moved across the canvas.,The bullet whizzed past the soldier.,His flashlight swept across the attic.,The balloon floated above the village.,Her glance drifted toward the exit.,The arrow arced toward the target.
286,His knee pressed on my neck.,Her hand rested on my shoulder.,His elbow rested on my shoulder.,My foot pressed on his chest.,Her head leaned on my arm.,His fist landed on my back.,His hand rested on my chest.,Her palm pressed on my wrist.,His heel stepped on my toe.,My finger pressed on the button.,Her arm pressed on my side.
287,His leg is too badly damaged.,Her mind is too deeply troubled.,The roof is too badly weakened.,My phone is too badly cracked.,Their plan is too deeply flawed.,The boat is too badly rotted.,His arm is too badly fractured.,The wall is too badly stained.,Her voice is too badly strained.,The pipe is too badly rusted.,My coat is too badly torn.
288,His lungs were filling with blood.,Her mind was flooding with memories.,The pipes were leaking with oil.,His hands were trembling with rage.,The sky was glowing with fire.,The room was echoing with laughter.,The streets were glistening with frost.,His thoughts were brimming with doubt.,The fields were shimmering with dew.,The walls were sweating with humidity.,The air was humming with electricity.
289,His mental anxiety had no outlet.,Her physical fatigue found no relief.,Their financial crisis met no resistance.,The old machinery showed no improvement.,Our collective anger received no apology.,That stubborn stain offered no surrender.,His reckless gamble gained no reward.,The nightly chorus needed no conductor.,Her latest sculpture lacked no admirer.,The encrypted message contained no error.,Their secret romance faced no obstacle.
290,His mind sought a rational explanation.,Her voice found a gentle melody.,The engine lost a vital component.,My cousin caught a massive trout.,That artist sold a vibrant portrait.,Their lawyer drafted a complex contract.,The puppy chased a fluttering butterfly.,Our neighbor borrowed a sturdy ladder.,Her voice needed a convincing apology.,His uncle repaired a broken tractor.,The choir sang a haunting hymn.
291,His organization did some fantastic work.,Her committee wrote a brilliant report.,Their orchestra played a haunting melody.,Our startup launched a risky venture.,His academy taught a complex theory.,Her gallery curated a stunning exhibit.,Their coalition drafted a bold proposal.,Our department completed a tedious survey.,Her ensemble performed a lively number.,His consortium funded a groundbreaking study.,Their society published a controversial article.
292,His pants were clean white jeans.,Her boots were bright red leather.,Their coats were soft brown wool.,My gloves were thick black cotton.,Your scarf was light blue silk.,His shirt was crisp beige linen.,Our hats were warm gray fleece.,Her dress was sleek green velvet.,Their bags were sturdy tan canvas.,My watch was shiny gold metal.,Your belt was smooth dark suede.
293,His parents are from Hong Kong.,Her cousins are from New Delhi.,My uncles are from Costa Rica.,Their neighbors are from Reykjavik.,His teachers are from Nairobi.,Our dentists are from Lisbon.,Your roommates are from Brisbane.,Its owners are from Kathmandu.,His editors are from Helsinki.,Her mentors are from Santiago.,My attorneys are from Vienna.
294,His preference for basketball over golf.,Her passion for painting over singing.,Their loyalty for soccer over tennis.,His hatred for broccoli over carrots.,Our preference for coffee over tea.,Her craving for chocolate over vanilla.,Their enthusiasm for hiking over biking.,His distaste for winter over summer.,Our fondness for jazz over rock.,Her obsession for puzzles over games.,Their aversion for snakes over spiders.
295,His skin was waxy and grey.,Her voice was raspy and loud.,The soup was salty and cold.,My coat was dusty and torn.,Their garden was lush and wild.,The metal was rusty and sharp.,Your answer was vague and smug.,The sky was cloudy and pink.,His tone was icy and flat.,The bread was stale and hard.,Her smile was bright and wide.
296,His sorrow gave way to anger.,Her laughter gave way to silence.,The storm gave way to sunshine.,Their panic gave way to relief.,The chaos gave way to order.,His fatigue gave way to excitement.,The darkness gave way to dawn.,Her hesitation gave way to confidence.,The tension gave way to laughter.,The frost gave way to spring.,His doubt gave way to certainty.
297,His soul sang with the music.,Her mind danced with the colors.,Their voices echoed with the thunder.,My heart raced with the engines.,His eyes sparkled with the fireworks.,The crowd swayed with the rhythm.,Her spirit soared with the eagles.,Their laughter rang with the bells.,My body trembled with the earthquakes.,His mood shifted with the seasons.,The audience cheered with the champions.
298,His stomach pains worsened with time.,Her migraine headaches intensified with practice.,Their engine noises softened with distance.,My ankle sprains healed with rest.,The market prices fluctuated with weather.,His skin irritations faded with treatment.,Our travel delays multiplied with traffic.,The choir voices blended with coaching.,Her mood swings stabilized with therapy.,Their profit margins shrank with inflation.,My battery levels drained with usage.
299,His tea was black but sweetened.,Her coat was green but faded.,My soup was cold but salted.,Their car was red but dented.,Your bread was warm but sliced.,His desk was oak but stained.,Our milk was fresh but skimmed.,The sky was gray but clearing.,My note was short but coded.,Her voice was soft but trained.,The road was long but straightened.
300,"Honest answer is, I'm not sure.","Bold statement is, I'm not ready.","Raw footage is, I'm not impressed.","Final verdict is, I'm not convinced.","Sharp reply is, I'm not worried.","Fresh evidence is, I'm not surprised.","Brief summary is, I'm not interested.","Loud warning is, I'm not moving.","Clear signal is, I'm not staying.","Quick reminder is, I'm not selling.","Fair warning is, I'm not apologizing."
301,Hope is indeed a wonderful thing.,Truth is surely a fragile concept.,Love is truly a dangerous gamble.,Time is clearly a precious resource.,Fear is obviously a powerful motivator.,Justice is certainly a complex puzzle.,Memory is definitely a tricky companion.,Silence is really a golden treasure.,Change is absolutely a constant factor.,Courage is plainly a rare virtue.,Chaos is undeniably a messy business.
302,Hotel is just around the corner.,Museum is just beyond the river.,Bakery is just inside the plaza.,Theater is just above the subway.,Clinic is just beside the orchard.,Library is just across the meadow.,Garage is just behind the monument.,Studio is just beneath the tower.,Market is just within the compound.,School is just along the canyon.,Café is just near the lighthouse.
303,How can they just expel you?,How can they just forgive Clara?,How can they just ignore Marcus?,How can they just applaud Nina?,How can they just betray Omar?,How can they just reward Felix?,How can they just confront Lydia?,How can they just admire Ethan?,How can they just dismiss Grace?,How can they just trust Hugo?,How can they just arrest Tanya?
304,How can you choose this lifestyle?,How can you ignore this evidence?,How can you endure this noise?,How can you admire this sculpture?,How can you tolerate this behavior?,How can you describe this landscape?,How can you reject this offer?,How can you photograph this rainbow?,How can you believe this rumor?,How can you finish this puzzle?,How can you transport this piano?
305,How debilitating the sensory issues are.,How mesmerizing the cosmic patterns are.,How irritating the nasal allergies are.,How refreshing the mountain breezes are.,How terrifying the urban legends are.,How soothing the herbal infusions are.,How confusing the algebraic equations are.,How delightful the strawberry parfaits are.,How exhausting the marathon circuits are.,How inspiring the orchestral crescendos are.,How embarrassing the wardrobe malfunctions are.
306,How do we compare to others?,How do we travel to Paris?,How do we differ from aliens?,How do we answer to critics?,How do we relate to strangers?,How do we surrender to enemies?,How do we respond to signals?,How do we connect to servers?,How do we listen to elders?,How do we adapt to winters?,How do we appeal to voters?
307,How do you like your coffee?,How do you prefer your steak?,How do you brew your tea?,How do you paint your bedroom?,How do you train your puppy?,How do you tune your guitar?,How do you frost your cupcakes?,How do you style your hair?,How do you plant your garden?,How do you load your dishwasher?,How do you fold your laundry?
308,How do you want to feel?,How do we get there?,How do they plan to travel?,Syntactic alternative: How does she choose to travel?,How do you want to travel?,How do you want to travel?,What emotional state are you aiming for?,Syntactic alternative: Where do you want to live?,How do they plan to travel?,How do you want to travel?,How do you like to travel?
309,How does billing and collection work?,How does shipping and delivery work?,How does planning and budgeting work?,How does hiring and training work?,How does cooking and serving work?,How does booking and ticketing work?,How does planting and harvesting work?,How does designing and printing work?,How does testing and grading work?,How does packing and moving work?,How does writing and editing work?
310,How does he look up close?,How does she sound from afar?,How does it taste after baking?,How does he run under pressure?,How does the engine hum at idle?,How does the fabric feel against skin?,How does the melody flow without lyrics?,How does the candle glow inside the jar?,How does the puppy bark during storms?,How does the statue gleam beneath lights?,How does the soup smell after simmering?
311,How is the weather in Spain?,How is the traffic in Mumbai?,How is the coffee in Vienna?,How is the sushi in Tokyo?,How is the music in Nashville?,How is the pasta in Rome?,How is the scenery in Iceland?,How is the chocolate in Brussels?,How is the nightlife in Berlin?,How is the seafood in Sydney?,How is the art in Paris?
312,How much time do you have?,How much sugar do you need?,How much money does Alex owe?,How many cards did Sarah draw?,How many tickets did they reserve?,How much paint do we require?,How many miles does the car last?,How much coffee did Maya drink?,How many votes did the bill gain?,How much data can the disk store?,How many guests will the hall hold?
313,How sturdy is the coffee table?,How fragile is the crystal vase?,How noisy is the vintage motorcycle?,How spicy is the Thai curry?,How reliable is the old generator?,How colorful is the autumn forest?,How heavy is the marble statue?,How smooth is the silk pillowcase?,How bright is the neon sign?,How fresh is the morning breeze?,How sharp is the hunting knife?
314,How to create a personalized chart.,How to bake a chocolate cake.,How to train a rescue puppy.,How to paint a vintage dresser.,How to plant an organic garden.,How to write a compelling novel.,How to fix a broken bicycle.,How to adopt a shelter kitten.,How to build a miniature drone.,How to design a cozy sweater.,How to launch a podcast series.
315,"However, that wasn't an immediate improvement.","Nevertheless, that wasn't a sudden departure.","Surprisingly, that wasn't a gradual decline.","Consequently, that wasn't a permanent solution.","Apparently, that wasn't a minor setback.","Ultimately, that wasn't a complete failure.","Initially, that wasn't a deliberate omission.","Curiously, that wasn't a recent discovery.","Regrettably, that wasn't a temporary delay.","Ironically, that wasn't a rare occurrence.","Fortunately, that wasn't a costly mistake."
316,"However, they were much too large.","Nevertheless, the cakes were far too salty.","Surprisingly, the shoes were quite too tight.","Meanwhile, the clouds were slightly too dark.","Otherwise, the jokes were way too dull.","Furthermore, the rooms were still too cold.","Instead, the plans were clearly too vague.","Therefore, the ropes were obviously too frayed.","Moreover, the songs were simply too long.","Likewise, the paints were visibly too thin.","Indeed, the dogs were much too loud."
317,Humanitarian outreach and consolidation of control.,Scientific innovation and expansion of influence.,Culinary experimentation and refinement of texture.,Artistic renovation and preservation of heritage.,Agricultural diversification and stabilization of yield.,Technological advancement and reduction of latency.,Educational reform and enhancement of literacy.,Medical breakthrough and alleviation of suffering.,Environmental restoration and mitigation of pollution.,Economic investment and accumulation of wealth.,Athletic training and maximization of endurance.
318,Hunt more than rabbits or deer.,Paint more than portraits or murals.,Bake more than muffins or cookies.,Plant more than tulips or daisies.,Read more than novels or essays.,Forge more than hinges or brackets.,Train more than spaniels or terriers.,Carve more than figurines or totems.,Chase more than comets or asteroids.,Collect more than marbles or stamps.,Compose more than sonnets or ballads.
319,I Luv U SO much Forever.,I Hate U SO deeply Always.,I Miss U SO badly Tonight.,I Need U SO badly Tomorrow.,I Trust U SO completely Daily.,I Fear U SO intensely Instantly.,I Want U SO desperately Now.,I Adore U SO utterly Eternally.,I Dread U SO terribly Soon.,I Crave U SO wildly Constantly.,I Loathe U SO utterly Never.
320,I am Steven Segal's litigation attorney.,I am Maria Callas's vocal coach.,I am Elon Musk's aerospace engineer.,I am JK Rowling's literary agent.,I am Serena Williams's fitness trainer.,I am Gordon Ramsay's pastry chef.,I am Beyoncé's costume designer.,I am Warren Buffett's investment advisor.,I am Frida Kahlo's museum curator.,I am David Beckham's brand manager.,I am Malala Yousafzai's security guard.
321,I am really proud of her.,I am really fond of them.,I am quite tired of him.,I am truly scared of it.,I am extremely happy with Lisa.,I am genuinely curious about Mark.,I am deeply ashamed of you.,I am rather jealous of Anna.,I am terribly allergic to cats.,I am honestly thrilled for Ben.,I am clearly annoyed by Tom.
322,I can see the oak tree.,She can hear the jazz band.,We can taste the fresh soup.,He can smell the rare perfume.,They can touch the silk scarf.,You can read the long novel.,Mia can lift the steel bar.,Leo can fix the old clock.,Ava can paint the bright mural.,Zoe can chase the stray dog.,Max can buy the vintage car.
323,I cannot debate the truth fact.,I cannot reveal the secret code.,I cannot ignore the urgent memo.,I cannot trust the shady broker.,I cannot finish the complex puzzle.,I cannot lift the heavy crate.,I cannot cancel the final show.,I cannot dodge the speeding truck.,I cannot taste the bitter herb.,I cannot risk the fragile vase.,I cannot halt the raging storm.
324,I certainly wouldn't wear dress pants.,I certainly wouldn't eat raw mushrooms.,I certainly wouldn't drive rusty tractors.,I certainly wouldn't adopt stray hyenas.,I certainly wouldn't borrow cracked teacups.,I certainly wouldn't plant poisonous berries.,I certainly wouldn't trust shady accountants.,I certainly wouldn't climb fragile ladders.,I certainly wouldn't chase angry hornets.,I certainly wouldn't buy haunted mansions.,I certainly wouldn't kiss venomous serpents.
325,I could not escape this obligation.,She could not finish that puzzle.,We could not cancel the meeting.,He could not answer the question.,They could not repair the engine.,I could not ignore the warning.,You could not unlock the cabinet.,Maria could not solve the riddle.,The team could not win the contest.,My brother could not lift the crate.,The pilot could not land the plane.
326,I couldn't help laughing with him.,I couldn't resist dancing with her.,I couldn't avoid arguing with them.,I couldn't stop smiling with you.,I couldn't quit jogging with Sam.,I couldn't cease painting with Lee.,I couldn't help crying with her.,I couldn't give up hiking with Max.,I couldn't hold back singing with Kim.,I couldn't help running from her.,I couldn't abandon gardening with Zoe.
