sentence_idx,original,para_jaccard_all,synt_jaccard_all,para_jaccard_content,synt_jaccard_content
302,Hotel is just around the corner.,0.1317765567765568,0.33333333333333337,0.05833333333333333,0.0
303,How can they just expel you?,0.12567932067932067,0.5,0.0,0.0
304,How can you choose this lifestyle?,0.1377716156392627,0.5,0.02,0.0
305,How debilitating the sensory issues are.,0.2516820898399845,0.33333333333333337,0.16502747252747252,0.0
306,How do we compare to others?,0.13577561327561327,0.4833333333333333,0.0,0.0
307,How do you like your coffee?,0.22007139918904622,0.5,0.10888888888888888,0.0
308,How do you want to feel?,0.1632563514916456,0.4181746031746032,0.0375,0.12
309,How does billing and collection work?,0.11668914418914418,0.5,0.02857142857142857,0.2
310,How does he look up close?,0.0718803418803419,0.20060606060606062,0.025,0.0
311,How is the weather in Spain?,0.28694971694971694,0.5,0.22444444444444445,0.0
312,How much time do you have?,0.1263589042536411,0.1846969696969697,0.0875,0.11000000000000001
313,How sturdy is the coffee table?,0.25494172494172485,0.33333333333333337,0.1846428571428571,0.0
314,How to create a personalized chart.,0.09282051282051282,0.32,0.034090909090909095,0.0
315,"However, that wasn't an immediate improvement.",0.09545454545454546,0.2,0.08898809523809523,0.14285714285714285
316,"However, they were much too large.",0.10238206238206238,0.19363636363636366,0.03333333333333333,0.016666666666666666
317,Humanitarian outreach and consolidation of control.,0.1184015984015984,0.2,0.05218253968253968,0.0
318,Hunt more than rabbits or deer.,0.05797619047619047,0.33333333333333337,0.065,0.0
319,I Luv U SO much Forever.,0.0418997668997669,0.33333333333333337,0.026785714285714284,0.14523809523809522
320,I am Steven Segal's litigation attorney.,0.12552937258819613,0.20222222222222222,0.1740873015873016,0.0
321,I am really proud of her.,0.10865800865800865,0.2833333333333334,0.02,0.03333333333333333
322,I can see the oak tree.,0.24942501942501943,0.2,0.32222222222222224,0.0
323,I cannot debate the truth fact.,0.11389933595815949,0.33333333333333337,0.0744047619047619,0.14285714285714285
324,I certainly wouldn't wear dress pants.,0.0955160525748761,0.33333333333333337,0.09151515151515152,0.25
325,I could not escape this obligation.,0.06216741591741591,0.21151515151515152,0.02,0.1866666666666667
326,I couldn't help laughing with him.,0.10678182928182929,0.3433333333333334,0.059523809523809514,0.24095238095238095
327,I dared him to do it.,0.2614033189033189,0.31000000000000005,0.06666666666666667,0.0
328,I decided to neutralize the situation.,0.15152040941514627,0.33333333333333337,0.0,0.0
329,I didn't say you were scared.,0.15859973359973362,0.5,0.03666666666666667,0.2
330,I didn't sense any immediate danger.,0.0888045288045288,0.2212121212121212,0.03214285714285714,0.15178571428571427
331,I don't have dissociative identity disorder.,0.3630176767676768,0.33333333333333337,0.4990476190476191,0.14285714285714285
332,I don't have the answer yet.,0.1559040959040959,0.2861616161616162,0.11575757575757577,0.18666666666666668
333,I don't know much about him.,0.04419413919413919,0.3666666666666667,0.0,0.39333333333333337
334,I don't want to discuss it.,0.08741924741924742,0.5,0.0,0.2
335,I don't want you to die!,0.10901057276057276,0.5214285714285715,0.02,0.23000000000000004
336,I enjoy her chocolate fudge cake.,0.24073141469813292,0.09363636363636364,0.18936507936507938,0.0
337,I even hired a medical practitioner.,0.1881123043623044,0.5,0.08983516483516484,0.33333333333333337
338,I feel the same way sometimes.,0.05252747252747253,0.09015151515151516,0.016666666666666666,0.0
339,I fell into the cow pasture.,0.1774908424908425,0.10106060606060607,0.014285714285714285,0.0
340,"I felt awful: exhausted, weak, upset.",0.0254656862745098,0.008333333333333333,0.0,0.01
341,I get paid no matter what.,0.04818181818181818,0.17545454545454545,0.016666666666666666,0.04
342,I get to ask the question.,0.23788766788766788,0.5,0.05333333333333333,0.2
343,I give this dealer an A+!,0.1443190143190143,0.36666666666666664,0.04575757575757576,0.0
344,I go back to work tomorrow.,0.1463103563103563,0.09196969696969698,0.12079725829725829,0.0125
345,I got pinched in the elevator.,0.27513320013320014,0.5,0.17484848484848486,0.2
346,I had bullets in that gun!,0.1916083916083916,0.35,0.09166666666666666,0.0
347,I have a very supportive husband.,0.076007326007326,0.11272727272727272,0.016666666666666666,0.0
348,I have chocolate peanut butter brownies.,0.16612665112665112,0.22222222222222224,0.23440476190476192,0.0
349,I have to ask you that.,0.21150349650349648,0.13454545454545452,0.02,0.0
350,I highly recommend the hot chik'n.,0.08172942253824607,0.2,0.0,0.0
351,I ignored his arrogant little comment.,0.10353646353646354,0.10181818181818184,0.025,0.0
352,I just have to get something.,0.1019459706959707,0.19636363636363638,0.056666666666666664,0.0
353,I knew I couldn't trust you.,0.13693806193806193,0.2623015873015873,0.05952380952380952,0.17857142857142858
354,I know what you're gonna say.,0.08084249084249084,0.35,0.07011904761904761,0.16904761904761906
355,I like the openness and beauty.,0.19324508824508824,0.33333333333333337,0.01111111111111111,0.0
356,"I made some silly assumptions, though.",0.05648809523809524,0.2266666666666667,0.0375,0.13035714285714284
357,I need it to impress her.,0.1678525641025641,0.3078787878787879,0.05833333333333333,0.0
358,I needed to test your methodology.,0.1542207792207792,0.33333333333333337,0.02,0.0
359,I picked up the razor blade...,0.13012487512487508,0.23333333333333334,0.03428571428571429,0.0
360,I saw the good guys win.,0.13360195360195362,0.2,0.0125,0.0
361,I started listening to satellite radio.,0.16853383458646615,0.08075757575757575,0.13235653235653233,0.08869047619047618
362,I still haven't heard from Pendergast.,0.17264402264402262,0.46699855699855697,0.18452380952380953,0.3291269841269841
363,I still saw cynicism and contempt.,0.18054154179154178,0.33333333333333337,0.135,0.14285714285714285
364,I studied and became a lawyer.,0.1118253968253968,0.4666666666666666,0.02857142857142857,0.2
365,I suddenly feel shy and embarrassed.,0.062454212454212454,0.5,0.0125,0.33333333333333337
366,"I think I love you, mate.",0.18959207459207458,0.1388888888888889,0.11095238095238096,0.02
367,I think it's been very encouraging.,0.054761904761904755,0.2,0.016666666666666666,0.0
368,I thought it was very unique.,0.12072927072927073,0.15636363636363634,0.0,0.0
369,I thought that you were anyway.,0.316959151959152,0.5,0.05833333333333333,0.0
370,I thought you might be praying.,0.20859010270774975,0.5,0.11761904761904762,0.2
371,I told you to stay hidden!,0.26591852591852594,0.3666666666666667,0.14,0.04
372,I told you what to do.,0.13400183150183148,0.18303030303030302,0.0,0.05
373,I tried during the 2000 campaign.,0.26721905545434954,0.2,0.17270562770562767,0.0
374,I used some of your soap.,0.19851190476190475,0.2266666666666667,0.056666666666666664,0.0
375,I want everybody to do well.,0.06224089635854342,0.2,0.0,0.0
376,I was amazed and really excited.,0.08074249280131632,0.1621212121212121,0.0,0.0
377,"I was so embarrassed, so ashamed.",0.07316849816849816,0.21388888888888888,0.0,0.0
378,I will make that commitment today.,0.1673387723387723,0.17272727272727273,0.10685897435897436,0.0
379,I would recommend them to anyone!,0.15884615384615386,0.3666666666666667,0.047619047619047616,0.22333333333333333
380,I'd rather fight mosquitoes than bats.,0.27164835164835166,0.33333333333333337,0.37976190476190474,0.25
381,I'll see what you can do.,0.10624542124542125,0.5,0.14333333333333334,0.25
382,I'll show you my new dance.,0.14095238095238094,0.33333333333333337,0.05357142857142857,0.14285714285714285
383,I'll tell you that joke again.,0.16592679379444086,0.33333333333333337,0.07928571428571429,0.17
384,"I'm a hemotologist, not a detective.",0.12183372183372183,0.42857142857142855,0.08285714285714285,0.2
385,I'm also hiring an office assistant.,0.16854270729270732,0.2,0.19154761904761905,0.25
386,I'm definitely up to the challenge!,0.06985972360972362,0.1,0.0625,0.0
387,I'm getting custody of the kids.,0.127252331002331,0.4033333333333333,0.04206349206349207,0.23809523809523808
388,I'm going to take him on.,0.14865967365967364,0.31999999999999995,0.10166666666666666,0.3866666666666667
389,I'm just here with another girl.,0.10684299317813248,0.21393939393939393,0.08974358974358973,0.15880952380952382
390,"I'm like, I'm a little down.",0.0818411980176686,0.29999999999999993,0.05645604395604396,0.4
391,I'm mad at that stupid toy.,0.15815295815295816,0.19871794871794873,0.10285714285714284,0.14571428571428569
392,I'm not crazy about blind dates.,0.04087412587412588,0.2733333333333333,0.05249999999999999,0.12857142857142856
393,I'm not teaching middle school here.,0.09211080586080586,0.33333333333333337,0.0365079365079365,0.14285714285714285
394,I'm out here looking for Leo.,0.2406493506493507,0.2777777777777778,0.22876984126984126,0.2019047619047619
395,I'm sick of the whole scene.,0.12952380952380954,0.2666666666666667,0.10345238095238093,0.14285714285714285
396,I'm starting to get a complex.,0.29730491730491726,0.5,0.22380952380952382,0.33333333333333337
397,I've continued working on the case!,0.16954212454212453,0.35,0.11228354978354978,0.32857142857142857
398,I've said it hundreds of times.,0.2049417249417249,0.4,0.15645604395604396,0.33333333333333337
399,Ideal for indoor or outdoor cultivation.,0.109981684981685,0.2,0.02222222222222222,0.0
400,If only to collect her belongings.,0.17365911865911865,0.35,0.02,0.0
401,If so - how can I pay?,0.08999054007567939,0.4928571428571429,0.0,0.0
402,If the Downloading will not start.,0.10866466866466869,0.5,0.0,0.0
403,Implementation of Behavior-Driven Development is straightforward.,0.2758896658896659,0.1806060606060606,0.3095238095238095,0.014285714285714285
404,In a way it seemed pointless.,0.11632534132534134,0.5214285714285715,0.030952380952380953,0.23000000000000004
405,"In brief, inferiors salute superiors first.",0.07228991596638656,0.33333333333333337,0.06769230769230769,0.25
406,"In fact, he looked downright uncomfortable.",0.07877455877455877,0.20090909090909093,0.014285714285714285,0.14464285714285713
407,"In particular, my hand remained motionless.",0.24793373293373286,0.23060606060606065,0.19226190476190474,0.16944444444444443
408,In them was sorrow and anger.,0.23911255411255414,0.3466666666666666,0.10333333333333332,0.0
409,"In this case, it is not.",0.17366161616161616,0.16969696969696968,0.1,0.0
410,Initial budget estimate: about $40 million.,0.1347578646843353,0.025116550116550118,0.1750757575757576,0.028181818181818186
411,Instead he dug a little deeper:,0.1351098901098901,0.3666666666666667,0.0375,0.33333333333333337
412,Is Luton plane stack a joke?,0.13997668997669,0.2,0.13154761904761902,0.0
413,Is he teaching religious-symbolism classes again?,0.04759803921568627,0.2666666666666667,0.03666666666666667,0.0
414,Is it because of the drugs?,0.18747474747474746,0.7142857142857143,0.05,0.0
415,Is that all you care about?,0.12204831116595823,0.7142857142857143,0.0,0.0
416,It actually simplifies lots of points.,0.11318223443223444,0.1,0.0,0.0
417,It almost seemed like a toy.,0.18865800865800866,0.3888888888888889,0.08313492063492063,0.20714285714285713
418,It also included two data centers.,0.13281718281718283,0.33333333333333337,0.1623015873015873,0.25
419,It changes everything about human interaction.,0.09669733044733043,0.15878787878787876,0.06535714285714286,0.039285714285714285
420,It does wonders for the soul.,0.09227064602064602,0.33333333333333337,0.0,0.0
421,It has a light tangy flavor.,0.13746753246753246,0.33333333333333337,0.02857142857142857,0.0
422,It is not just company longevity.,0.07768731268731269,0.33333333333333337,0.0,0.0
423,It is only your own projection.,0.1606010656010656,0.5428571428571429,0.025,0.0
424,It is the next entertainment revolution.,0.13221112221112222,0.33333333333333337,0.02857142857142857,0.0
425,It looked like a trash heap.,0.16137529137529139,0.32222222222222224,0.025,0.12857142857142856
426,It meant waving a white flag.,0.13045537795537795,0.21333333333333332,0.03333333333333333,0.014285714285714285
427,It originated with the Wissahickon Section.,0.3403535353535353,0.33333333333333337,0.3952380952380953,0.0
428,It probably has the Dumper's name.,0.2695621045621045,0.5,0.2111904761904762,0.2
429,It seemed to calm his anxiety.,0.14275308025308026,0.2566666666666667,0.0,0.02
430,"It smelled bad, like rotten garbage.",0.04394230769230769,0.2,0.05269230769230769,0.11111111111111112
431,It stands for Hypertext Transfer Protocol.,0.3597147950089126,0.3206060606060606,0.4978571428571429,0.1392857142857143
432,It still seems a little unreal.,0.07188644688644688,0.5,0.034722222222222224,0.33333333333333337
433,It was a breaking news report.,0.06905594405594405,0.33333333333333337,0.014285714285714285,0.0
434,"It was a cylindrical, rocky chamber.",0.17062451437451437,0.32,0.029166666666666664,0.0
435,It was a deadly lung cancer.,0.2198538961038961,0.3375,0.17952380952380953,0.0
436,It was a night to celebrate.,0.10023310023310024,0.5,0.065,0.0
437,"It was a shark, wasn't it?",0.4867965367965367,0.6666666666666667,0.4116666666666666,0.33333333333333337
438,"It was all ridiculous, crazy, insane.",0.05333333333333333,0.33333333333333337,0.0,0.0
439,It was an upstairs back bedroom.,0.07909604284604285,0.24000000000000005,0.0875,0.0
440,It was just a fishing expedition.,0.1551981351981352,0.5,0.030952380952380953,0.0
441,"It was just a symptom, really.",0.18550949050949048,0.3666666666666667,0.025,0.0
442,It was overwhelming support for Epic.,0.1581182542947249,0.2666666666666667,0.14134920634920634,0.0
443,It was such a particular experience.,0.044055944055944055,0.5,0.0,0.0
444,It was the mathematical constant pi.,0.28229881229881226,0.33333333333333337,0.18964285714285714,0.0
445,"It was unheard of, unthinkable, impossible.",0.1150661838161838,0.22222222222222224,0.0,0.0
446,It was wrapped in the plastic.,0.24076118326118326,0.5,0.16595238095238093,0.0
447,It wasn't even his terrible taste.,0.2068784724047882,0.3666666666666667,0.2382142857142857,0.34
448,It will only fuel the fire.,0.16694139194139196,0.5,0.0,0.0
449,It will shrink to almost nothing!,0.14869463869463867,0.33333333333333337,0.09107142857142855,0.0
450,It would only delay the inevitable.,0.11503829503829503,0.5,0.047619047619047616,0.2
451,It wouldn't be any fun otherwise.,0.05054945054945055,0.04469696969696969,0.03666666666666667,0.047619047619047616
452,It's built around an enclosed courtyard.,0.14337401762324362,0.11515151515151516,0.20591269841269844,0.03333333333333333
453,It's easy to be led astray.,0.07467032967032967,0.22222222222222224,0.014285714285714285,0.0
454,It's even made out to you.,0.20646686646686646,0.24000000000000005,0.0,0.275
455,It's extremely touching and extremely funny.,0.07633699633699634,0.25,0.01111111111111111,0.0
456,It's not -- it's important to me.,0.11508158508158506,0.4523809523809524,0.0,0.0
457,"It's not his fault, come on.",0.12212121212121214,0.21333333333333332,0.135,0.0
458,It's quite apparent we have problems.,0.09107614607614607,0.5,0.03666666666666667,0.2
459,Italy was rich with art history.,0.17929875679875681,0.33333333333333337,0.18214285714285713,0.14285714285714285
460,Its small head resembled a deer.,0.22123543123543127,0.16196969696969696,0.15357142857142855,0.0744047619047619
461,Just move on to the next.,0.12703296703296701,0.2777777777777778,0.03666666666666667,0.0
462,Just peanut butter and hot cocoa.,0.23260489510489507,0.15560606060606058,0.2679365079365079,0.04107142857142857
463,"Just please, give me the ticket!",0.10385886172650878,0.5,0.016666666666666666,0.2
464,Just received from your flower store.,0.2000915750915751,0.24000000000000005,0.06345238095238095,0.0
465,"Just then, the front door slammed.",0.17536630036630035,0.33333333333333337,0.09761904761904762,0.0
466,Justice Singh asks the government's lawyer.,0.2229229104229104,0.09090909090909091,0.20060245310245312,0.0
467,"Keep Your Private Stuff, well, Private!",0.10252747252747255,0.0,0.026785714285714284,0.0
468,Keep in touch with my secretary.,0.17721778221778223,0.07222222222222222,0.056666666666666664,0.09333333333333334
469,Keep it simple like Kim does.,0.08499999999999999,0.33333333333333337,0.12384920634920635,0.14285714285714285
470,Keep that thing away from me.,0.17788877788877788,0.11222222222222222,0.02857142857142857,0.056666666666666664
471,Kindness and warmth emanated from him.,0.19157009657009658,0.2266666666666667,0.07619047619047618,0.0
472,King's handsome face looked almost demonic.,0.07225732600732601,0.02727272727272727,0.10353535353535355,0.02727272727272727
473,Kitchen with dining area and woodburner.,0.1048109243697479,0.21333333333333332,0.08575757575757575,0.014285714285714285
474,Knocked him out with one punch.,0.1405128205128205,0.11272727272727272,0.11523809523809522,0.17095238095238097
475,Labor shifted from farming to mining.,0.04625,0.20272727272727273,0.01111111111111111,0.014285714285714285
476,Laboratory Corp. officials couldn't be reached.,0.03205128205128205,0.21909090909090906,0.024444444444444442,0.13619047619047622
477,"Larry, thanks for coming in today.",0.22882944832944832,0.2,0.3264285714285714,0.14285714285714285
478,"Last, you will score for variety.",0.15614219114219113,0.2,0.16428571428571428,0.0
479,Lastly the Popsugar Must have Mix.,0.24508741258741257,0.11272727272727272,0.19146825396825398,0.025
480,Learn how to speak English first.,0.17281052281052284,0.14787878787878786,0.2007936507936508,0.014285714285714285
481,Let this be quick and simple.,0.15768731268731268,0.09090909090909091,0.023376623376623377,0.0
482,Let's get it going once again.,0.055086580086580086,0.4833333333333333,0.0,0.2
483,Let's hope the best team wins.,0.09035464535464535,0.2,0.025,0.11111111111111112
484,Let's start with this month's bag!,0.10515734265734267,0.11606060606060606,0.06150793650793651,0.14166666666666666
485,Letters of Credit Issued for Subsidiaries.,0.2789835164835165,0.14545454545454545,0.3057142857142857,0.014285714285714285
486,Light from a fire burned inside.,0.13416563828328537,0.2,0.03333333333333333,0.0
487,Light is made up of photons.,0.29718253968253966,0.45,0.44000000000000006,0.2
488,Like a late night comedy sketch.,0.06978687978687978,0.22222222222222224,0.01111111111111111,0.125
489,Like a voodoo priest or something?,0.24125874125874125,0.5,0.195,0.33333333333333337
490,"Like an idiot, I'd believed her.",0.1076007326007326,0.21333333333333332,0.0744047619047619,0.319047619047619
491,Long after the flu epidemic ended.,0.1892157842157842,0.33333333333333337,0.15257936507936506,0.14285714285714285
492,Long chandelier avocado colored earrings glistened.,0.08158341658341658,0.0,0.10623737373737374,0.0
493,Look at that painting over there.,0.10017316017316018,0.18303030303030302,0.02,0.0
494,"Looking at the scene there, Daryn.",0.18807359307359306,0.10181818181818184,0.1414285714285714,0.0
495,Looks like you had a blast!,0.09596361971361972,0.38333333333333336,0.03428571428571429,0.24
496,Lower sales will get their attention.,0.11646978021978023,0.2,0.02361111111111111,0.0
497,"Macaulay, you drew up Wynant's will.",0.2644172494172494,0.1,0.3221428571428571,0.0
498,Made in Central PA by K.C.,0.3822183372183372,0.21333333333333332,0.4871428571428571,0.016666666666666666
499,Many soldiers served in his army.,0.08372918747918748,0.12363636363636363,0.0,0.05714285714285714
500,Many villages survive along the coast.,0.11602064602064602,0.18545454545454543,0.06853535353535353,0.09722222222222224
501,Martin gave her a teasing pat.,0.22771256521256525,0.11272727272727275,0.1385989010989011,0.0
502,"Maximum impact, least amount of effort.",0.031783216783216786,0.10181818181818184,0.04444444444444444,0.01111111111111111
503,Maybe it's time for a rest.,0.09265734265734266,0.7142857142857143,0.016666666666666666,0.5
504,Maybe they had a platonic relationship.,0.06948717948717949,0.2666666666666667,0.0125,0.08333333333333333
505,Mayko is relating to the Japanese.,0.36576534576534586,0.33333333333333337,0.4185714285714286,0.0
506,Meet at the NCC Visitor Centre.,0.299058784352902,0.2,0.32482295482295476,0.0
507,Merck disputed the study as flawed.,0.19534632034632032,0.2,0.14880952380952378,0.0
508,"Michael and All Angels Church, Lihue.",0.2614467150496563,0.11015151515151514,0.3262373737373737,0.0125
509,Microsoft was the new computing infrastructure.,0.20488139311668724,0.10466200466200466,0.11260683760683761,0.025
510,"Mild fever, slight headache, neck stiffness...",0.13187208216619983,0.01818181818181818,0.18536019536019538,0.01818181818181818
511,Miramar was founded September 20 1888.,0.3386796536796537,0.10181818181818184,0.46067460317460307,0.01111111111111111
512,Mom was stirring a sauce pan.,0.16841491841491846,0.22222222222222224,0.014285714285714285,0.0
513,"Mommy, please don't call me that.",0.10841799540328952,0.35,0.023376623376623377,0.3261904761904762
514,Morals and spirituality would become obsolete.,0.12178571428571427,0.11272727272727272,0.08072261072261072,0.02361111111111111
515,More gravel would have been better.,0.20671828171828172,0.38333333333333336,0.16805555555555554,0.17666666666666667
516,"Most of all, it was huge.",0.09573426573426573,0.7142857142857143,0.0,0.0
517,Most of them were elderly men.,0.11427572427572427,0.25333333333333335,0.08166666666666667,0.0
518,Moving and can't bring with us.,0.11018961430726137,0.22654704944178627,0.16575396825396824,0.12083333333333332
519,Mr. Guarino has denied the charges.,0.37601010101010096,0.2,0.42297619047619045,0.0
520,My assistant is bringing them out.,0.2778027528027528,0.2,0.11166666666666665,0.0
521,My favorite so far in Bellevue.,0.13171568627450977,0.20686868686868687,0.19654761904761903,0.05095238095238095
522,My heart just started to pound!,0.13190934065934068,0.41666666666666663,0.014285714285714285,0.1
523,My marriage was because of them.,0.155011655011655,0.5642857142857143,0.0,0.0
524,"My price, however, was much higher.",0.13129120879120879,0.10181818181818184,0.0625,0.125
525,My skin feels like melting wax.,0.1016941391941392,0.11272727272727275,0.042222222222222223,0.11111111111111112
526,Never been to Cairns Airport before?,0.25854312354312353,0.33333333333333337,0.39,0.16666666666666669
527,"Nice selection, very clean, friendly staff!",0.007142857142857143,0.09090909090909091,0.01,0.0
528,Nico hears his dad and smiles.,0.15261195503842565,0.14545454545454545,0.1176190476190476,0.0
529,No I think just the opposite.,0.15942390942390944,0.3666666666666667,0.03666666666666667,0.05
530,"No Legal, Tax or Investment Advice.",0.11308473389355742,0.2,0.053968253968253964,0.0
531,"No chemical odor, merely salt water.",0.05476551226551226,0.2,0.056515151515151504,0.11111111111111112
532,"No chicken soup, I want tomato.",0.25225441225441225,0.21333333333333332,0.4103174603174603,0.014285714285714285
533,No one expected me to win.,0.08395354645354645,0.35,0.06666666666666667,0.19333333333333336
534,No one's coming to get you.,0.13014652014652014,0.15000000000000002,0.0,0.0
535,No response to known prescription drugs.,0.07072802197802197,0.12363636363636363,0.028181818181818186,0.0
536,No stuffed animals resembling a kangaroo?,0.15951340326340327,0.33333333333333337,0.11646825396825396,0.14285714285714285
537,"No, I'm talking about the staff.",0.14720571095571094,0.5,0.11916666666666667,0.2
538,"No, the man was not drunk.",0.12106060606060606,0.5,0.045,0.0
539,Nordmann considered it all very carefully.,0.032549019607843135,0.10727272727272726,0.026785714285714284,0.0
540,"Not just physically but intellectually, emotionally.",0.03801470588235294,0.33333333333333337,0.0,0.0
541,Not some innate sense or skill.,0.07935897435897435,0.2666666666666667,0.016666666666666666,0.0
542,"Nothing broken, just very badly bruised.",0.017424242424242425,0.2833333333333333,0.01111111111111111,0.21011904761904762
543,"Now ""the easy comparisons are over.""",0.08258699633699634,0.33333333333333337,0.02,0.0
544,Now he must find the key.,0.2272498334998335,0.35,0.2017857142857143,0.18666666666666668
545,Now the government must do that.,0.21824675324675322,0.16060606060606059,0.045,0.05
546,Observatories also stood at the ready.,0.11109279609279607,0.2266666666666667,0.10603174603174603,0.13571428571428573
547,Of the Earth and the Moon.,0.1993253968253968,0.42857142857142855,0.11285714285714285,0.0
548,Of what crime is he accused?,0.17560439560439559,0.3012121212121212,0.025,0.0
549,Oh Hjalmar Wentz must have been.,0.27106060606060606,0.4,0.3307142857142857,0.21904761904761902
550,"Oh, and an amusing little monkey.",0.03633699633699633,0.13454545454545452,0.046507936507936505,0.05714285714285714
551,"On the surface, it made sense.",0.0592074592074592,0.2,0.0,0.0
552,"On your ear, you've got something.",0.30205461205461204,0.21333333333333332,0.26952380952380955,0.13214285714285715
553,One executive even bought additional shares.,0.08076727194374253,0.2,0.09762626262626263,0.2
554,One of the little girls said.,0.13640567765567763,0.33333333333333337,0.11051587301587303,0.14285714285714285
555,"One tug, and he went flying.",0.09091741591741591,0.35,0.07678571428571428,0.30952380952380953
556,"One, two, three, four, five, six-",0.07125,0.0,0.09961972667855021,0.0
557,Opinion of Counsel for the Underwriters.,0.28293623043623045,0.33333333333333337,0.33095238095238094,0.0
558,Opposite ends of the same axis.,0.12129360835243189,0.24000000000000005,0.06468253968253967,0.05
559,Options available for lower credit scores.,0.16646760102642455,0.09181818181818183,0.16036907536907535,0.0
560,Or a cat and a dog.,0.14406759906759908,0.42857142857142855,0.0,0.0
561,Or threaten them in some way?,0.09524933399933401,0.33333333333333337,0.0,0.0
562,Or was she purposely ignoring it?,0.1814664502164502,0.18924242424242427,0.065,0.0
563,Or you can use Meeting Mapper.,0.27337995337995336,0.33333333333333337,0.3504761904761905,0.0
564,Oracles were revered in premodern societies.,0.18207292707292705,0.2,0.1748015873015873,0.0
565,Ordered an investigation of Lumumba's death.,0.1972674036489826,0.12363636363636363,0.1807142857142857,0.0
566,Others invoked technology and common sense.,0.17379799122446182,0.09181818181818183,0.15131313131313132,0.0
567,Our Dawes payday loan can help!,0.19261155511155512,0.33333333333333337,0.20583333333333337,0.14285714285714285
568,Our friend Bo Fodor is playing.,0.4466161616161616,0.11272727272727272,0.4714285714285714,0.0
569,"Our prayers have been answered, Turkle!",0.19983381814264167,0.33333333333333337,0.20107142857142862,0.0
570,Page proofs were at the printer.,0.34353535353535347,0.33333333333333337,0.369047619047619,0.0
571,Painter refused to disappoint his mentor.,0.0971907096171802,0.16727272727272727,0.025396825396825397,0.02857142857142857
572,Painter stepped closer to the technician.,0.20354312354312354,0.3,0.11408730158730158,0.10952380952380951
573,Passport needed for international boat cruise?,0.17745587745587743,0.09090909090909091,0.20166666666666666,0.0
574,Paying special attention to the eyes.,0.1516883116883117,0.1690909090909091,0.10297619047619047,0.0
575,Payne was more methodical than that.,0.18012820512820515,0.33333333333333337,0.09,0.0
576,People apparently don't get my sarcasm.,0.15611414900888584,0.0,0.11384920634920634,0.0
577,People are getting hungry and desperate.,0.1454045954045954,0.21333333333333332,0.059682539682539684,0.014285714285714285
578,People need to respect the law.,0.15086663336663336,0.2,0.06190476190476191,0.0
579,Perhaps he'd put down rat poison?,0.05761904761904761,0.05818181818181818,0.09968253968253968,0.06944444444444445
580,Perhaps we can catch some fish.,0.07667332667332669,0.38333333333333336,0.1476190476190476,0.06000000000000001
581,Pine cones and tree bark too.,0.4272222222222222,0.2,0.6571428571428573,0.0
582,Please allow me to deliver it.,0.22095571095571098,0.3366666666666666,0.02,0.1866666666666667
583,Please do send me a message!,0.12074499030381383,0.5,0.04857142857142857,0.2
584,Please let me answer the question.,0.20875874125874122,0.5,0.07440476190476189,0.33333333333333337
585,Please send for him at once.,0.08023310023310024,0.2566666666666667,0.0,0.22333333333333333
586,"Pleasure, release, then ultimately, eternal peace.",0.06186220642102995,0.09090909090909091,0.05040404040404041,0.0
587,Plus there be laws and rules.,0.11076590076590076,0.5,0.04523809523809524,0.2
588,Political organization revolved about the basileis.,0.2378608891108891,0.09090909090909091,0.2406024531024531,0.0
589,Possibly the bacteria that causes plague.,0.2163086913086913,0.25333333333333335,0.16706349206349205,0.05714285714285714
590,"Precious, beautiful, worth seeking the best.",0.0683470695970696,0.2,0.01111111111111111,0.11111111111111112
591,Press F5 to reset the position.,0.21951048951048951,0.33333333333333337,0.19035714285714284,0.14285714285714285
592,Probably a printed Microsoft Paint file.,0.26049617049617046,0.10676767676767676,0.2756024531024531,0.0125
593,Pull the pin and throw it!,0.16755244755244755,0.33333333333333337,0.0,0.0
594,Put the white flag out first.,0.1097084288260759,0.10181818181818184,0.062182539682539686,0.0125
595,Quintessential sound of a peaceful night.,0.15293373293373294,0.2,0.11484487734487736,0.0
596,"Quite simply, it was becoming tiresome.",0.12542540792540793,0.5428571428571429,0.055952380952380955,0.3866666666666667
597,Rb binds more than 100 proteins.,0.21568007972419734,0.1,0.3032539682539682,0.0
598,"Read me the book, then decide.",0.13697261072261074,0.33333333333333337,0.05357142857142857,0.0
599,"Read the book, sign the forms.",0.08027930402930403,0.11111111111111112,0.0125,0.0
600,"Read unbiased reviews, ratings and recommendations.",0.14065767565767567,0.09090909090909091,0.10214285714285713,0.0
601,Recognize your picture from the paper.,0.15485514485514484,0.33333333333333337,0.0125,0.0
602,"Regardless, they end up quantifying risk.",0.08742216117216117,0.16111111111111112,0.04206349206349207,0.07142857142857142
603,Regulation facilitates safety and passenger confidence.,0.08956501831501831,0.09090909090909091,0.0404040404040404,0.0
604,Remember that in times of pain!,0.10295018706783413,0.2,0.016666666666666666,0.0
605,Remember the sound of his voice.,0.20432692307692307,0.2177777777777778,0.021111111111111112,0.0
606,Responsibility is vital in group discipline.,0.044878454878454876,0.2,0.0,0.0
607,Revco wouldn't comment on its plans.,0.15936729936729938,0.30111111111111116,0.11964285714285713,0.1619047619047619
608,Ross Perot evidently has no plan.,0.23844461094461095,0.00909090909090909,0.32412698412698415,0.01111111111111111
609,Ruby takes off towards the Cineplex...,0.1822144522144522,0.1,0.13313492063492063,0.0
