sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
126,"As part of the film crew for a polar bear documentary, I spent months capturing these shots.",Months were invested by me in filming these sequences while I served on the team producing a polar-bear documentary.,"Those very images, I spent several months recording while working among the crew documenting Arctic bears.",It was I who devoted numerous months to filming these clips as a member of the unit shooting a white-bear film.,My months-long filming of these takes happened during my stint with the documentary crew covering ice-dwelling bears.,"There was a period when, while attached to a film unit on a polar-bear project, I spent months securing such footage.",The footage you see is the result of my spending months behind the camera on the crew of a documentary about Arctic bears.,"Working amid the production team for a film on white bears, I passed months filming these very scenes.","What I did, for months on the documentary crew tracking ice bears, was capture these shots.",A span of months went into my recording of these clips while I crewed on a polar-bear film.,"These frames exist because I, while crewing for a documentary on Arctic bears, invested months in filming them."
127,"As the beekeeper opens the hive, the deep hum of 40,000 bees fills the air.","The air is filled with a low drone from 40,000 insects as the apiarist lifts the hive lid.",It is the beekeeper’s lifting of the lid that lets the muffled buzz of forty thousand pollinators flood the surroundings.,There arises a resonant murmur from forty thousand honey-makers the instant the hive-tender cracks the colony open.,Forty thousand buzzing workers send a rich vibration through the atmosphere when the keeper unseals their dwelling.,"What happens is that, with the hive opened by the beekeeper, a profound humming of myriads of bees saturates the space.",A deep thrum of four-tenths of a hundred thousand bees permeates the air while the lid is being removed by the apiarist.,The colony opener’s action triggers the surrounding air to resonate with the low chorus of forty thousand nectar-gatherers.,"While the lid gets lifted, the environment becomes awash with the sonorous buzz produced by forty thousand hive dwellers.",It is the surrounding air that the beekeeper causes to reverberate with the mighty drone of forty thousand bees upon opening the hive.,The opening of the hive by the apiculturist coincides with the air becoming filled with the profound hum of forty thousand honeybees.
128,"As the field of computer graphics broadens, we must ask if graphics actually help students.","While the domain of digital imagery expands, it is necessary to question whether visuals truly aid learners.","Does the widening realm of computational imagery genuinely assist pupils, one must wonder?",It is the expanding sphere of digital rendering that forces us to examine whether it benefits scholars.,Pupils’ actual gain from the swelling sector of computer-generated visuals demands scrutiny.,There arises a need to examine whether the burgeoning discipline of digital imaging truly supports students.,Whether learners are truly helped by the spreading arena of digital graphics is a question we must pose.,The broadening landscape of algorithmic imagery obliges us to ask if it genuinely serves pupils.,"A question we must confront, as digital visualization proliferates, is whether it in fact aids scholars.",The enlarging field of electronic imagery compels inquiry into its real utility for students.,"One cannot avoid asking, with the stretching domain of computational graphics, whether learners truly profit."
129,Assault rifles can fire in bursts and are the standard infantry weapon.,Burst-fire capability characterizes the rifles that frontline troops carry as standard gear.,"It is assault-style rifles that troops ordinarily wield, able to discharge rounds in rapid bursts.",There exists a standard infantry firearm capable of releasing salvos of bullets in quick succession.,The weapon routinely issued to foot soldiers is a rifle that can spray bullets in short volleys.,"In bursts, rounds can be loosed by the rifle that forms the backbone of every soldier’s kit.",What frontline units typically carry is a rifle permitting burst-mode gunfire.,A burst-firing rifle has become the default firearm for army personnel.,Standard issue among ground forces is a rifle able to unleash controlled bursts of fire.,The rifle troops normally receive allows them to fire rounds in clustered bursts.,"Capable of burst discharge, the rifle serving as the ordinary infantry arm is universally distributed."
130,Astronauts practice to be able to perform construction and repair work on the outside of the space station.,Construction and repair tasks on the station’s exterior are rehearsed by spacemen so they can execute them.,It is beyond the hull of the orbital lab that cosmonauts drill to carry out assembly and maintenance jobs.,There are sessions in which spacefarers rehearse so that assembly and fixing duties outside the craft become possible.,What extravehicular workers train for is the capability to accomplish building and servicing operations on the outpost’s outer skin.,The ability of star travelers to finish fabrication and mending chores on the facility’s outer shell is gained through practice.,"On the exterior of the orbiting habitat, assembly and patch-up work is what astronauts prepare to handle.","Through repeated run-throughs, voyagers in space secure the skill to conduct erection and correction labor on the module’s surface.",A spacewalker’s drilling for erection and servicing activities on the station’s outer structure ensures they can manage them.,The performance of installation and remedy tasks outside the orbital base is enabled by cosmonauts’ prior rehearsal.,Practice equips star sailors to undertake fabrication and maintenance efforts on the outside of the circling laboratory.
131,Astronauts train a long time for their spacewalks.,Spacewalks require astronauts to undergo extensive preparation.,It is for extravehicular activities that cosmonauts endure prolonged instruction.,Lengthy drills are completed by spacefarers before their EVAs.,There exists a lengthy regimen that crewmembers follow prior to venturing outside the craft.,EVA readiness demands sustained rehearsal from orbiting personnel.,The ones who spend ages practicing before stepping into the void are the astronauts.,Protracted tutoring precedes any extravehicular sortie undertaken by space travelers.,What astronauts undertake for hours is rigorous drilling aimed at exterior excursions.,Extended simulation sessions are what spacewalkers submit to.,"Before any outside jaunt, a drawn-out training block is mandatory for the crew."
132,At puberty the body of a girl develops into that of a woman.,A female's physique transforms into an adult woman's during adolescence.,It is at adolescence that a girl's figure matures into womanly form.,There comes a time in youth when a young female's body becomes that of a grown woman.,The maturation of a girl's body into womanhood occurs during puberty.,"During the teenage years, a lass's frame evolves into that of a mature female.",What happens at puberty is that a maiden's body turns into a woman's.,A woman's body is what a girl's develops into upon reaching puberty.,Puberty witnesses the transformation of a young girl's physique into adult womanhood.,The figure of a youngster shifts into that of an adult female at the onset of adolescence.,Into womanly form does a girl's body grow when she hits puberty.
133,"At the doctor's office afterward, the x-ray clearly showed the fracture.",The crack was plainly revealed by the scan taken later at the clinic.,The fracture was plainly visible on the x-ray taken later at the clinic.,It was the post-consultation imaging that unmistakably uncovered the fissure.,"PARAPHRASE:  
After the appointment, the break was plainly visible on the scan.

SYNTACTIC_ALTERNATIVE:  
At the baker’s counter later, the invoice quietly listed the refund.","There was a moment, back at the medic’s office, when the radiograph plainly manifested the crack.","The image captured after the appointment, which distinctly showed the rupture, was taken at the doctor’s.",What the after-visit x-ray did was clearly expose the bone break at the health center.,A fracture was what the subsequent clinic scan made glaringly evident.,"At the surgery later, the snap was vividly apparent on the film.",The physician’s follow-up radiograph left no doubt about the presence of the break.
134,"Automobiles vary in size, number of doors and the type of trunk.","Cars differ regarding their dimensions, door count, and trunk style.","In terms of dimensions, door quantity, and boot design, vehicles are not uniform.","It is their measurements, door tally, and luggage-compartment category that set autos apart.","Variation among motorcars exists in measurements, how many doors they carry, and the kind of boot fitted.","There is disparity among automobiles when it comes to size, the amount of doors, and trunk classification.","Measurements, door numbers, and boot types are what vary across cars.","Autos exhibit differences in their sizing, the count of their doors, and their luggage-area type.","The sizing, door volume, and boot sort of vehicles are subject to variation.","A difference in dimensions, door quantity, and trunk kind characterizes automobiles.","What distinguishes cars are their proportions, their door totals, and their cargo-space style."
135,Axes are used by woodcutters and firemen entering buildings.,Woodsmen and firefighters who go into structures employ hatchets.,Hatchets get employed whenever firefighters or lumberjacks step inside buildings.,It is hatchets that fire crews and tree-fellers take with them into edifices.,The utilization of axes happens among firemen and loggers entering premises.,There are axes that firefighters and timber workers bring into constructions.,"Whenever they penetrate structures, lumbermen and blaze-fighters resort to axes.",What fire-fighters and woodsmen carry into buildings are hatchets.,Buildings are places where axes are handled by arriving firemen and loggers.,The entry of firefighters and woodcutters into edifices involves hatchet use.,"Employed by those who tackle blazes or fell trees, axes accompany them inside facilities."
136,Band-aids can increase the risk of infection by holding in heat and moisture.,The likelihood of contamination rises when adhesive strips trap warmth and dampness.,"By sealing in heat and humidity, sticking plasters may heighten infection probability.",Infection risk is elevated by bandages that retain both warmth and wetness.,It is the retention of heat and moisture by adhesive dressings that can boost the danger of contamination.,There is a heightened contamination threat whenever sticking strips conserve warmth and sweat.,"Adhesive bandages, which conserve heat and dampness, are able to magnify infection danger.",A boosted contamination risk results from the capacity of sticking plasters to hold warmth and humidity.,"Holding onto heat and sweat, sticking bandages can make contamination more likely.",What adhesive strips do—trap warmth and wetness—can enlarge the chance of infection.,The conserving of heat and moisture by sticking dressings may raise contamination probability.
137,"Beekeepers also discourage the use of pesticides on crops, because they could kill the honeybees.","The application of pesticides on crops is likewise opposed by apiarists, since such chemicals might wipe out the bees.","It is the beekeepers who also warn against spraying chemicals on fields, fearing the insects could perish.","Because the pollinators may die, crop chemicals are additionally frowned upon by honey-farmers.","There is concern among beekeepers that farm chemicals could exterminate the colonies, so they too reject their use.","What honey-farmers also discourage is the employment of insecticides on plants, given the risk of bee fatalities.",The killing of the hives by agricultural poisons is the very reason keepers likewise advise against them.,"Even apiarists object to crop pesticides, which they say might annihilate the honey-producing insects.","On crops, chemical treatments are further discouraged by keepers, who dread the bees’ demise.",Their rejection of pesticides on plants stems from beekeepers’ worry that the swarms could be destroyed.,"Beekeepers likewise oppose pesticide applications on crops, fearing the chemicals might wipe out honeybee colonies."
138,Beekeeping encourages the conservation of local habitats.,Local ecosystems are preserved through the practice of apiculture.,It is beekeeping that fosters the safeguarding of nearby natural areas.,The maintenance of regional environments is promoted by keeping bees.,There exists a practice—beekeeping—that bolsters the protection of local habitats.,What apiculture does is advance the conservation of surrounding ecosystems.,"By tending hives, people strengthen the preservation of indigenous landscapes.",Surrounding wildlife areas receive support from the activity of beekeepers.,A boost to conserving native habitats comes from honeybee cultivation.,The activity of raising bees drives the defense of local ecological zones.,Preserving nearby natural habitats is encouraged through apicultural efforts.
139,Bees are social insects and live together in a colony located in a hive.,A hive shelters a cooperative swarm of pollinators that function as a single social unit.,It is inside a wax dwelling that communal buzzing insects dwell as one society.,Social nectar-gatherers reside collectively in a honeycomb settlement.,There exists a colony of interactive apids inhabiting a beeswax chamber.,"Occupying a combed shelter, cooperative hymenopterans form a community.",A joint settlement of honey-makers is housed within a wax structure.,What lives sociably in a hive is an organized population of nectar insects.,The inhabiting of a wax fortress by gregarious pollinators occurs communally.,"In a honey-packed refuge, a society of winged foragers cohabits.",Communal apids establish a shared residence inside a cellular hive.
140,"Bees crawl across his bare arms and hands, but they don't sting, because they're gentle.","His naked forearms and palms are being crawled over by bees that refrain from stinging, their nature being mild.","Across the uncovered skin of his arms and hands, bees move without delivering stings, for they are of a calm temperament.","It is bees that traverse his unclad limbs and digits yet withhold their stings, given their docile disposition.","Because the insects are placid, no stings are inflicted while they creep along the bare extremities of his arms and hands.","There are bees creeping across his unprotected arms and hands, but, being gentle, they do not sting.","The crawling of bees across his exposed arms and hands occurs without stinging, owing to their gentle character.","What fails to happen is any stinging, as the mild bees crawl over the bare skin of his arms and hands.","His unclothed arms and hands serve as a crawling surface for bees that, being tender, omit to sting.","A gentle swarm crawls along his uncovered arms and hands, stinging being absent.","The absence of stings characterizes the scene where bees, noted for gentleness, crawl across his bare arms and hands."
141,Bees spread pollen between flowers as they collect nectar to make honey.,Pollen is transferred among blossoms by buzzing insects gathering nectar for honey production.,"While gathering nectar to produce honey, the insects shuttle blossom dust from bloom to bloom.",It’s the nectar-collecting insects that ferry blossom powder between plants during honey making.,The shuttling of blossom dust by nectar-harvesting bugs occurs while they manufacture honey.,There are moments when nectar-gathering bugs move blossom powder among blooms to create honey.,Blossom powder gets carried from flower to flower by nectar-collecting insects preparing honey.,What the nectar-seeking bugs do is transport bloom grains among flowers as they craft honey.,"During honey creation, bloom grains are ferried between blossoms by nectar-collecting insects.",The bugs that harvest nectar shift blossom powder among blooms in the process of honey making.,"As honey is being produced, bloom dust is conveyed between blossoms by nectar-gathering insects."
142,Black tie trousers should be a perfect match to the tuxedo jacket.,A tuxedo jacket ought to be flawlessly complemented by formal evening trousers.,Formal trousers in black tie style must coordinate impeccably with the dinner jacket.,It is the dinner jacket that the black tie pants need to suit perfectly.,There ought to be flawless harmony between the tuxedo coat and the evening trousers.,Perfect alignment is required between the dinner jacket and the black tie slacks.,The tuxedo blazer demands an exact counterpart in formal evening pants.,"PARAPHRASE: The tuxedo jacket calls for trousers that complement it flawlessly.

SYNTACTIC_ALTERNATIVE: Red silk scarves should be a perfect match to the wool coat.",A flawless pairing ought to exist between the dinner coat and the black tie trousers.,What the tuxedo jacket needs is a perfectly matching pair of formal slacks.,One expects the dinner jacket and the black tie pants to be in absolute accord.
143,Blacksmiths wears a thick apron and handle the metal with tongs.,"A dense work-garment is worn by smiths, who grip the hot alloy with pincers.",It is smiths who don a hefty smock and maneuver the molten alloy using grippers.,There exists a practice whereby metalworkers clad in a sturdy smock manipulate the heated alloy with pliers.,The heated alloy is handled with pliers after a rugged smock has been donned by the smith.,"Donning a rugged smock, smiths employ tongs to manage the glowing alloy.",What smiths do is slip on a heavy smock and seize the incandescent alloy with tongs.,"With a durable smock on, the glowing alloy gets gripped by smiths using pincers.","A sturdy smock is what smiths put on, and pliers are what they use on the hot alloy.",The act of wearing a thick smock and gripping the hot alloy with tongs characterizes smiths.,"Metalworkers, clad in a robust apron, apply tongs to the incandescent alloy."
144,Blenders are used to make milk shakes and fruit smoothies.,Milk shakes and fruit smoothies are produced with blenders.,It is blenders that create milk shakes and fruit smoothies.,There are appliances called blenders whose purpose is whipping up milk shakes and fruit smoothies.,The making of milk shakes and fruit smoothies relies on blenders.,Blenders serve to whip up milk shakes and fruit smoothies.,What gets milk shakes and fruit smoothies ready are blenders.,"To whip up milk shakes and fruit smoothies, people employ blenders.",Appliances known as blenders are what mix milk shakes and fruit smoothies.,Milk shakes and fruit smoothies come into being through the use of blenders.,Blending devices are utilized for preparing milk shakes and fruit smoothies.
145,Brand new conferences have sprung up that are devoted to bridging the two cultures.,"Fresh symposiums have emerged, aimed at uniting the pair of intellectual traditions.","PARAPHRASE:  
Fresh forums have emerged whose sole aim is to unite the two intellectual worlds.

SYNTACTIC_ALTERNATIVE:  
Cold storms have blown in that are determined to freeze the old orchards.",There have arisen recent gatherings committed to linking the two scholarly spheres.,"PARAPHRASE: Entirely new gatherings have emerged, focused on uniting the two cultures.

SYNTACTIC_ALTERNATIVE: Freshly baked muffins have cooled down that are intended for sharing with the neighbors.",Unprecedented assemblies devoted to merging the twin disciplines have materialized.,PARAPHRASE: Fresh forums have emerged aimed at uniting the two intellectual worlds.,"Fresh conferences have emerged, all focused on connecting the two cultures.",PARAPHRASE: Fresh forums have emerged to connect the two cultural worlds.,"Young conventions, whose mission is to join the couple of intellectual cultures, have come into being.",Innovative roundtables have been launched to knit together the dual strands of scholarship.
146,"Broccoli can be boiled, stir-fried or eaten raw.","Boiling, quick-frying, or consuming uncooked are all possible for broccoli.","PARAPHRASE: Whether boiled, quickly sautéed, or consumed uncooked, broccoli remains an option.","There are three options for broccoli: it can be simmered, flash-cooked, or taken raw.","Simmered, pan-seared, or eaten in its natural state—broccoli allows all three.","PARAPHRASE: Broccoli is edible uncooked or may be quickly fried or simmered.

SYNTACTIC_ALTERNATIVE: Tigers can be sketched, photographed or seen asleep.","PARAPHRASE: Broccoli is edible raw or after boiling or stir-frying.

SYNTACTIC_ALTERNATIVE: Marble can be carved, polished or left rough.","A raw bite, a quick sizzle, or a gentle boil—each suits broccoli.","One can plunge broccoli into boiling water, toss it in a hot wok, or munch it straight.","Uncooked, flash-seared, or gently simmered—broccoli stays edible every way.","The green florets remain fit for eating whether you blanch them, stir-sear them, or skip cooking altogether."
147,Broccoli is a plant in the cabbage family.,The cabbage clan includes a green vegetable known as broccoli.,Broccoli belongs to the botanical group that cabbages dominate.,"PARAPHRASE:  
Belonging to the cabbage family is the plant known as broccoli.",A plant called broccoli exists among the cabbage relatives.,"Within the cabbage tribe, broccoli is counted as a member.",The cabbage family’s roster features the vegetable broccoli.,Botanists place broccoli inside the cabbage family tree.,Broccoli’s classification lands it among cabbage kin.,"There is a plant, broccoli, that falls under the cabbage umbrella.",The cabbage grouping embraces the species named broccoli.
148,"Broccoli is high in vitamins, fiber and other nutrients.","Vitamins, fiber and assorted micronutrients abound in broccoli.","PARAPHRASE:  
Packed with fiber, vitamins and additional nutrients is broccoli.","There is a wealth of vitamins, dietary fiber and additional micronutrients in broccoli.","Broccoli packs plentiful vitamins, roughage and other micronutrients.","Loaded with vitamins, fiber and extra nutrients is broccoli.","The vegetable broccoli contains elevated levels of vitamins, roughage and further micronutrients.","What broccoli offers in large measure are vitamins, dietary fiber and assorted nutrients.","Being rich in vitamins, roughage and other micronutrients characterizes broccoli.","One finds high concentrations of vitamins, fiber and additional micronutrients within broccoli.","Broccoli’s profile features abundant vitamins, dietary fiber and other micronutrients."
149,But faster and tighter turns increase the twisting force on the legs.,The limbs undergo greater torsional stress when maneuvers become swifter and sharper.,"PARAPHRASE:  
Quicker, sharper maneuvers subject the legs to greater torsional stress.

SYNTACTIC_ALTERNATIVE:  
But louder and brighter colors heighten the calming effect on the eyes.","PARAPHRASE:  
Quicker, sharper maneuvers subject the legs to greater torsional stress.

SYNTACTIC_ALTERNATIVE:  
But brighter and softer colors enhance the calming effect on the eyes.",There is an upsurge in rotational force on the lower limbs whenever turns tighten and accelerate.,A rise in torsional stress upon the legs accompanies every acceleration and tightening of a turn.,"Quicker, sharper maneuvers subject the legs to greater torsional stress.",The rotational torque affecting the legs gets magnified as turns grow faster and narrower.,An intensification of torsional load on the lower limbs occurs once turns quicken and contract.,Legs receive amplified twisting pressure whenever maneuvers turn quicker and more acute.,The tightening and speeding-up of turns brings about an escalation in rotational stress on the limbs.
150,"But her pure, strong voice is certainly the star of the show.","The undisputed highlight is undoubtedly her crystal-clear, powerful vocals.","It is her unblemished, robust singing that unquestionably steals the performance.","There is no doubt that the performance is dominated by her immaculate, forceful voice.","Her flawless, commanding vocal tone clearly outshines everything else in the production.",What unquestionably captivates the audience is the pristine strength of her singing.,The show is indisputably carried by the sheer clarity and power of her voice.,"By far the most striking element is her untainted, potent vocal delivery.","One cannot miss how her unsullied, vigorous vocals command the entire act.",A voice so pure and mighty inevitably becomes the centerpiece of the spectacle.,"The production’s brightest spot is, without question, her unadulterated, resounding song."
151,"By establishing the parameters of legal blindness, resources can be focused on the legally blind.",The legally blind become the focus of resources once the boundaries of legal blindness are set.,It is by fixing the thresholds for statutory blindness that assistance can be channeled to those so classified.,Resources are concentrated on statutorily blind individuals after the criteria for legal blindness have been laid down.,"PARAPHRASE:  
Once the legal-blindness threshold is set, support can be directed to those who meet it.

SYNTACTIC_ALTERNATIVE:  
By tightening the rules for vintage motorcycles, rallies can be limited to the truly classic.",The establishment of statutory blindness criteria enables the targeting of resources at the legally blind.,Those meeting the statutory blindness standard receive focused resources once the limits are defined.,"PARAPHRASE:  
Once the legal definition of blindness is set, support can be directed to those who meet it.

SYNTACTIC_ALTERNATIVE:  
By tightening the rules of coastal fishing, profits can be concentrated on the licensed crews.",A definition of statutory blindness triggers the concentration of aid on the affected blind population.,The legally blind attract prioritized resources as soon as the statutory blindness parameters are settled.,Setting the statutory blindness benchmarks results in resources being steered toward the legally blind.
152,"Carpenters build and repair houses, furniture, boats and other objects.","Houses, furniture, boats and other items are constructed and fixed by woodworkers.","PARAPHRASE: Craftsmen assemble and mend dwellings, furnishings, vessels and various items.

SYNTACTIC_ALTERNATIVE: Painters sketch and restore murals, portraits, novels and other works.","There are craftspeople who fabricate and restore homes, furnishings, watercraft and assorted goods.","PARAPHRASE: Carpenters construct and fix dwellings, furnishings, watercraft, and various other items.

SYNTACTIC_ALTERNATIVE: Painters design and sell murals, portraits, textiles and other artworks.","PARAPHRASE:  
Craftsmen in wood construct and fix dwellings, furnishings, vessels, and various items.

SYNTACTIC_ALTERNATIVE:  
Botanists grow and study orchids, shrubs, mosses, and other plants.","A woodworker’s task involves putting up and servicing shelters, tables, ships and other things.","Dwellings, settees, sloops and further items get built and serviced by carpenters.","PARAPHRASE: From framing homes to fixing boats and crafting furnishings, carpenters shape and restore a wide array of wooden structures and items.

SYNTACTIC_ALTERNATIVE: Botanists study and classify orchids, manuscripts, comets and other subjects.","PARAPHRASE:  
Craftsmen construct and fix dwellings, cabinetry, watercraft, and various wooden items.

SYNTACTIC_ALTERNATIVE:  
Botanists study and classify orchids, fungi, mosses, and other organisms.","PARAPHRASE:  
Craftsmen construct and fix dwellings, furnishings, vessels, and various items.

SYNTACTIC_ALTERNATIVE:  
Dentists design and sell novels, bicycles, salads, and rare artifacts."
153,Cats are small furry animals with four legs and a tail.,"PARAPHRASE:  
Furry four-legged creatures sporting tails, cats are notably petite.

SYNTACTIC_ALTERNATIVE:  
Books are quiet paper objects with many pages and a spine.","PARAPHRASE:  
Felines are petite, hair-covered quadrupeds that sport a long appendage at the rear.

SYNTACTIC_ALTERNATIVE:  
Rocks are hard heavy objects with six sides and a chip.","There exist diminutive, fluffy beings with four limbs and a tail—namely, cats.","PARAPHRASE:  
Felines are petite, hair-covered quadrupeds distinguished by a long appendage at their rear.

SYNTACTIC_ALTERNATIVE:  
Books are quiet paper objects with two covers and a spine.","Cats are petite, soft-coated creatures that walk on four paws and sport a long rear extension.","Cats are tiny, hair-covered creatures that walk on four limbs and sport a long rear appendage.","Cats amount to undersized, shaggy quadrupeds finished off with a tail.","PARAPHRASE: Furry, four-legged creatures with tails, cats are notably small in size.

SYNTACTIC_ALTERNATIVE: Books are rectangular paper objects with pages and a spine.","The category “cats” covers compact, hairy life-forms that walk on four legs and carry a tail.","By definition, cats are little, plush animals, four-legged and tailed."
154,Cats like to groom themselves by licking their fur.,Their own pelts are licked by felines as a preferred cleaning ritual.,"PARAPHRASE: Felines keep their coats clean by drawing their tongues repeatedly through the hair.

SYNTACTIC_ALTERNATIVE: Chefs prefer to season sauces by sprinkling spices over the top.",Cats keep their coats clean by running their tongues through their fur.,"PARAPHRASE: Felines keep their coats clean by running their tongues through their hair.

SYNTACTIC_ALTERNATIVE: Artists love to picture sunsets by brushing their canvas.",Cats keep their coats clean by running their tongues over every strand.,Felines keep their coats clean by running their tongues through their hair.,Cats keep their coats clean by running their tongues through the fur.,Felines keep their coats clean by running their tongues through the hair.,"By lapping at its hairs, a moggie keeps itself neat.",Tongue-grooming the coat is the hygiene method beloved to cats.
155,"Chairs can also have back and arm rests, as well as a cushion.","Back supports, armrests, and even padded seats are possible features of chairs.","It is chairs that may come equipped with armrests, lumbar supports, and soft upholstery.",There are chairs that include cushioned seats together with rests for both the back and arms.,"Chairs may additionally come with cushioned seats, back support, and armrests.","A cushioned seat, along with back and arm supports, can be found on chairs as well.","What chairs can offer are armrests, back supports, and an added cushion.","PARAPHRASE: Chairs may additionally be equipped with supports for the back and arms, plus padding.

SYNTACTIC_ALTERNATIVE: Rivers often overflow their banks and floodplains, as well as a delta.","Included among chair options are supports for the back and arms, plus cushioning.",One may encounter chairs featuring both back and arm supports in addition to a soft pad.,"PARAPHRASE:  
Seats may additionally come equipped with padded surfaces and supports for the back and arms.

SYNTACTIC_ALTERNATIVE:  
Books can also tell tales and spark dreams, as well as teach lessons."
156,"Chairs consist of a seat raised above floor level, supported by legs.","PARAPHRASE: A piece of furniture designed for sitting is built from legs that lift a seat off the ground.

SYNTACTIC_ALTERNATIVE: Rivers contain a current flowing beneath surface ice, fed by tributaries.",It is legs that keep the raised seating surface above the ground in chairs.,"PARAPHRASE: A chair is a piece of furniture with a raised seat held up by legs above the ground.

SYNTACTIC_ALTERNATIVE: Rivers form a channel carved below ground level, fed by tributaries.","PARAPHRASE: A raised seating surface, held up by supports, is what defines a chair.

SYNTACTIC_ALTERNATIVE: Rivers contain a current flowing beneath mountain height, fed by streams.","Raised above the floor, the seat in chairs is propped up by supports.","PARAPHRASE: A raised platform for sitting, elevated from the ground by supports, constitutes what we call a chair.","By means of legs, a chair’s seat is sustained aloft from the ground plane.",PARAPHRASE: A seat elevated from the ground and braced by supports forms what we call a chair.,"Supporting limbs keep the seat, in any chair, suspended above the flooring.",Chairs are characterized by a perch upraised from the floor and buttressed by props.
157,"Clearly he had it tailored, as it fit the man perfectly.","It was obvious he’d had it altered, since the garment suited him flawlessly.","The outfit matched his frame impeccably, which made clear it had been custom-altered.","There was no doubt it had been adjusted for him, given how precisely it draped his body.","Because the suit conformed to him without a wrinkle, one could tell it had been bespoke-stitched.",He must have commissioned alterations; otherwise the apparel couldn’t have hugged him so exactly.,Perfect conformity to his silhouette revealed that professional tailoring had been carried out.,What showed it had been custom-fitted was the way it clung to every contour of the wearer.,"Clearly, professional modifications had been applied, for the clothing aligned with his shape ideally.",The flawless fit left no question: the piece had undergone personalized adjustment beforehand.,One glance at the immaculate fit confirmed the item had been expertly custom-sewn for him.
158,Climbers who are learning the sport can try scrambling on large boulders.,Large boulders offer novice climbers an opportunity to practice scrambling.,It is on sizable rocks that beginners in climbing can attempt scrambling.,Scrambling on massive stones is an option for people acquiring climbing skills.,There are big boulders where newcomers to climbing can test their scrambling ability.,Massive rocks can be scrambled upon by those still mastering the climbing craft.,What beginners in the climbing world can do is scramble on hefty boulders.,"PARAPHRASE:  
Novices to climbing can practice bouldering on sizable rocks.

SYNTACTIC_ALTERNATIVE:  
Singers who are mastering the aria can try rehearsing in grand halls.","On bulky rocks, scrambling may be tried by individuals learning to climb.",A chance to scramble atop vast boulders exists for climbing trainees.,Hefty boulders serve as practice ground for scrambling by climbing novices.
159,"Cod flesh is white and mild-tasting, and flakes easily when cooked.","When poached, the pale meat of a cod separates readily and offers a delicate flavor.","A gentle taste and snowy hue characterize cod fillets, which fall apart with ease once heated.","PARAPHRASE: When heated, the pale flesh of cod separates into tender layers and offers a gentle flavor.

SYNTACTIC_ALTERNATIVE: Oak beams are brown and sharp-smelling, and splinter badly when sawn.","It is after cooking that the mild, ivory-colored muscle of cod effortlessly disintegrates.","There exists a fish whose white, subtly flavored tissue breaks into flakes upon being cooked.","The flesh of cod, once prepared, is both lightly colored and gently flavored, crumbling without effort.","What flakes easily is the soft, pale, mild-tasting meat of cooked cod.","Easily crumbling into ivory bits, cod’s gently flavored tissue emerges once heat is applied.","PARAPHRASE: When cod is cooked, its pale meat separates into tender layers and has a delicate flavor.

SYNTACTIC_ALTERNATIVE: Clay soil is red and sweet-smelling, and cracks readily when baked.","Once subjected to heat, cod’s whitish, bland flesh is prone to flaking."
160,"Cod has been caught, salted and traded since the time of the Vikings.","Since Viking days, folks have harvested, cured with salt, and bartered Atlantic cod.","It is since the era of Norse seafarers that people have netted, preserved in brine, and swapped codfish.","There has been catching, salting, and trading of cod going on ever since the Viking age.","PARAPHRASE: Since Viking times, people have fished for cod, preserved it with salt, and sold it abroad.

SYNTACTIC_ALTERNATIVE: Elk have been tracked, honored and photographed since the days of the Pharaohs.","What has happened since Viking times is the capture, curing, and commerce of cod.","People have fished for cod, preserved it in salt and exchanged it ever since Viking days.","Ever since Norse longships roamed, communities have landed, salted, and dealt in cod.","Catching, then curing, then trading cod has been ongoing from Viking days onward.","From the time of the Norse, cod has undergone netting, brining, and market exchange.","PARAPHRASE: Since Viking times, people have fished for cod, preserved it with salt and sold it abroad."
161,Coffee contains a mild drug called caffeine that keeps people awake.,A gentle stimulant known as caffeine is present in coffee and prevents folks from dozing off.,It is caffeine—a mild compound found in coffee—that stops individuals from nodding off.,"There exists in coffee a subtle chemical, caffeine, which wards off sleep in humans.",People stay alert because coffee harbors a low-strength agent named caffeine.,"Wakefulness is promoted in consumers by a faint drug, caffeine, contained in coffee.","What coffee carries is a tame alkaloid, caffeine, keeping persons conscious.","Containing caffeine, a soft stimulant, coffee holds sleep at bay for drinkers.","A faintly acting substance, caffeine, occurs in coffee and fends off drowsiness.","The presence in coffee of caffeine, a mild upper, maintains wakefulness among users.",Sleep is kept away from coffee drinkers by the beverage’s inclusion of the gentle drug caffeine.
162,"Coffee is made from coffee beans, the seeds of the coffee plant.","Coffee beans, the seeds of the coffee plant, are used to produce coffee.",It is from the seeds of the coffee plant—coffee beans—that coffee is produced.,"The seeds of the coffee plant, known as coffee beans, serve as the source of coffee.","There is a beverage called coffee that is derived from the seeds of the coffee plant, called coffee beans.","What coffee is made from are the seeds of the coffee plant, referred to as coffee beans.","The production of coffee involves the seeds of the coffee plant, which are coffee beans.",From the seeds of the coffee plant—coffee beans—comes the beverage coffee.,"Coffee beans, which are the seeds of the coffee plant, are what coffee is brewed from.","The seeds of the coffee plant, labeled coffee beans, are transformed into coffee.","It is coffee beans, the seeds of the coffee plant, that constitute the basis of coffee."
