sentence_idx,original,condition,variant_idx,variant_text,final_passes,regen_attempts,failed_criteria,note,needs_manual_review
89,A typical window is made of sheets of glass held in place by frames.,syntactic,9,A conventional fence is made of planks of cedar held in line by posts.,True,0,,,False
89,A typical window is made of sheets of glass held in place by frames.,syntactic,10,A familiar lantern is crafted of panes of paper held in form by sticks.,True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,paraphrase,1,The fiddle is gripped by a bow-player beneath the jaw and atop the clavicle.,True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,paraphrase,2,"Between jawline and shoulder-blade, a string-performer clamps the fiddle.",True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,paraphrase,3,It is beneath the jaw and against the collarbone that a bow-artist secures the violin.,True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,paraphrase,4,There is a posture in which a string-musician wedges the instrument under the chin and over the collarbone.,True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,paraphrase,5,The clamping of the violin under the jaw and above the clavicle is done by a fiddler.,True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,paraphrase,6,What a bow-player does is trap the string-box between chin and collarbone.,True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,paraphrase,7,"Under the jawline and atop the shoulder-bone rests the instrument, held by a violinist.",True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,paraphrase,8,A chin-and-collarbone grip is employed by a string-player on the violin.,True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,paraphrase,9,The one who keeps the fiddle squeezed between jaw and clavicle is a bow-performer.,True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,paraphrase,10,Where the instrument is lodged by a string-artist is between chin and collarbone.,True,0,,,False
90,A violinist holds the instrument between the chin and the collarbone.,syntactic,1,A photographer keeps the camera between the tripod and the shoulder strap.,,0,response_missing,No eval returned by model,True
90,A violinist holds the instrument between the chin and the collarbone.,syntactic,2,A surgeon places the scalpel between the tray and the gloved hand.,,0,response_missing,No eval returned by model,True
90,A violinist holds the instrument between the chin and the collarbone.,syntactic,3,A mechanic grips the wrench between the bench and the oily fingers.,,0,response_missing,No eval returned by model,True
90,A violinist holds the instrument between the chin and the collarbone.,syntactic,4,A painter rests the brush between the palette and the stained apron.,,0,response_missing,No eval returned by model,True
90,A violinist holds the instrument between the chin and the collarbone.,syntactic,5,A chef positions the knife between the board and the steady palm.,,0,response_missing,No eval returned by model,True
90,A violinist holds the instrument between the chin and the collarbone.,syntactic,6,A carpenter sets the chisel between the vise and the calloused thumb.,,0,response_missing,No eval returned by model,True
90,A violinist holds the instrument between the chin and the collarbone.,syntactic,7,A gardener holds the trowel between the pot and the muddy wrist.,,0,response_missing,No eval returned by model,True
90,A violinist holds the instrument between the chin and the collarbone.,syntactic,8,A jeweler steadies the loupe between the cloth and the squinting cheek.,,0,response_missing,No eval returned by model,True
90,A violinist holds the instrument between the chin and the collarbone.,syntactic,9,A barber balances the razor between the sink and the shaved jaw.,,0,response_missing,No eval returned by model,True
90,A violinist holds the instrument between the chin and the collarbone.,syntactic,10,A pilot adjusts the yoke between the panel and the tense forearm.,,0,response_missing,No eval returned by model,True
91,A wall is a solid structure that defines and sometimes protects an area.,paraphrase,1,A barrier of rigid material both marks and occasionally shields a zone.,True,0,,,False
91,A wall is a solid structure that defines and sometimes protects an area.,paraphrase,2,It is a firm partition that demarcates and now and then safeguards a region.,True,0,,,False
91,A wall is a solid structure that defines and sometimes protects an area.,paraphrase,3,"There exists a dense edifice whose role is to outline and, at times, defend a space.",True,0,,,False
91,A wall is a solid structure that defines and sometimes protects an area.,paraphrase,4,A zone gets outlined—and intermittently secured—by a stiff construction.,True,0,,,False
91,A wall is a solid structure that defines and sometimes protects an area.,paraphrase,5,What outlines and sporadically guards an expanse is a compact barrier.,True,0,,,False
91,A wall is a solid structure that defines and sometimes protects an area.,paraphrase,6,The outlining—and occasional protection—of an area is performed by a rigid formation.,True,0,,,False
91,A wall is a solid structure that defines and sometimes protects an area.,paraphrase,7,"By a sturdy assembly, an area is delimited and from time to time shielded.",True,0,,,False
91,A wall is a solid structure that defines and sometimes protects an area.,paraphrase,8,"A compact divider serves to delimit and, on occasion, shelter a territory.",True,0,,,False
91,A wall is a solid structure that defines and sometimes protects an area.,paraphrase,9,An expanse is both defined and periodically defended by a hardened structure.,True,0,,,False
91,A wall is a solid structure that defines and sometimes protects an area.,paraphrase,10,Serving as boundary and intermittent safeguard is a solid mass enclosing a tract.,True,0,,,False
91,A wall is a solid structure that defines and sometimes protects an area.,syntactic,1,A song is a brief melody that inspires and often unites a crowd.,,0,response_missing,No eval returned by model,True
91,A wall is a solid structure that defines and sometimes protects an area.,syntactic,2,A treaty is a formal agreement that establishes and occasionally stabilizes a region.,,0,response_missing,No eval returned by model,True
91,A wall is a solid structure that defines and sometimes protects an area.,syntactic,3,A novel is a lengthy narrative that explores and frequently portrays an era.,,0,response_missing,No eval returned by model,True
91,A wall is a solid structure that defines and sometimes protects an area.,syntactic,4,A bridge is a sturdy framework that spans and regularly facilitates a passage.,,0,response_missing,No eval returned by model,True
91,A wall is a solid structure that defines and sometimes protects an area.,syntactic,5,A recipe is a detailed method that outlines and usually ensures a result.,,0,response_missing,No eval returned by model,True
91,A wall is a solid structure that defines and sometimes protects an area.,syntactic,6,A statue is a bronze likeness that commemorates and sometimes honors a hero.,,0,response_missing,No eval returned by model,True
91,A wall is a solid structure that defines and sometimes protects an area.,syntactic,7,A charter is a legal document that grants and typically governs a city.,,0,response_missing,No eval returned by model,True
91,A wall is a solid structure that defines and sometimes protects an area.,syntactic,8,A vaccine is a weakened agent that triggers and reliably guards a patient.,,0,response_missing,No eval returned by model,True
91,A wall is a solid structure that defines and sometimes protects an area.,syntactic,9,A beacon is a bright signal that warns and consistently guides a vessel.,,0,response_missing,No eval returned by model,True
91,A wall is a solid structure that defines and sometimes protects an area.,syntactic,10,A mentor is a wise advisor who nurtures and gradually shapes a student.,,0,response_missing,No eval returned by model,True
92,A whale is a very large mammal that lives in the ocean.,paraphrase,1,In the ocean dwells an enormous mammal known as a whale.,True,0,,,False
92,A whale is a very large mammal that lives in the ocean.,paraphrase,2,It is the whale that ranks among the sea’s most gigantic mammals.,True,0,,,False
92,A whale is a very large mammal that lives in the ocean.,paraphrase,3,A very sizable sea-dwelling creature called a whale is classed as a mammal.,True,0,,,False
92,A whale is a very large mammal that lives in the ocean.,paraphrase,4,"Mammals of immense size, whales inhabit the ocean.",True,0,,,False
92,A whale is a very large mammal that lives in the ocean.,paraphrase,5,There exists a marine mammal of exceptional magnitude: the whale.,True,0,,,False
92,A whale is a very large mammal that lives in the ocean.,paraphrase,6,The ocean is home to a mammal of tremendous proportions—the whale.,True,0,,,False
92,A whale is a very large mammal that lives in the ocean.,paraphrase,7,"PARAPHRASE: In the sea dwells an immense creature belonging to the group of warm-blooded animals that nurse their young.

SYNTACTIC_ALTERNATIVE: A violin is a finely crafted instrument that rests in the case.",True,1,,,False
92,A whale is a very large mammal that lives in the ocean.,paraphrase,8,"Being a colossal mammal, the whale resides in ocean waters.",True,0,,,False
92,A whale is a very large mammal that lives in the ocean.,paraphrase,9,"The whale, categorized as a mammal, populates the vast ocean at great size.",True,0,,,False
92,A whale is a very large mammal that lives in the ocean.,paraphrase,10,"Occupying the ocean is a whale, a creature distinguished as an extremely large mammal.",True,0,,,False
92,A whale is a very large mammal that lives in the ocean.,syntactic,1,A comet is a very bright object that streaks through the cosmos.,,0,response_missing,No eval returned by model,True
92,A whale is a very large mammal that lives in the ocean.,syntactic,2,A violin is a very old instrument that echoes in the concert hall.,,0,response_missing,No eval returned by model,True
92,A whale is a very large mammal that lives in the ocean.,syntactic,3,A novel is a very thick book that rests on the shelf.,,0,response_missing,No eval returned by model,True
92,A whale is a very large mammal that lives in the ocean.,syntactic,4,A tulip is a very vivid flower that blooms in the garden.,,0,response_missing,No eval returned by model,True
92,A whale is a very large mammal that lives in the ocean.,syntactic,5,A falcon is a very swift raptor that soars above the canyon.,,0,response_missing,No eval returned by model,True
92,A whale is a very large mammal that lives in the ocean.,syntactic,6,A castle is a very grand fortress that stands on the hillside.,,0,response_missing,No eval returned by model,True
92,A whale is a very large mammal that lives in the ocean.,syntactic,7,A poem is a very short verse that appears in the anthology.,,0,response_missing,No eval returned by model,True
92,A whale is a very large mammal that lives in the ocean.,syntactic,8,A glacier is a very slow river that creeps through the valley.,,0,response_missing,No eval returned by model,True
92,A whale is a very large mammal that lives in the ocean.,syntactic,9,A comet is a very rare spectacle that blazes across the heavens.,,0,response_missing,No eval returned by model,True
92,A whale is a very large mammal that lives in the ocean.,syntactic,10,A diamond is a very hard crystal that glitters in the mine.,,0,response_missing,No eval returned by model,True
93,A window is a transparent opening in a wall to let light through.,paraphrase,1,Walls receive translucent apertures that transmit daylight.,True,0,,,False
93,A window is a transparent opening in a wall to let light through.,paraphrase,2,It is through a see-through wall-gap that sunshine is admitted.,True,0,,,False
93,A window is a transparent opening in a wall to let light through.,paraphrase,3,There exists a glazed breach in partitions meant for illumination.,True,0,,,False
93,A window is a transparent opening in a wall to let light through.,paraphrase,4,A partition’s clear gap is what admits sunshine.,True,0,,,False
93,A window is a transparent opening in a wall to let light through.,paraphrase,5,Admitting brightness is the function of a wall’s transparent gap.,True,0,,,False
93,A window is a transparent opening in a wall to let light through.,paraphrase,6,What walls have for admitting light is a translucent breach.,True,0,,,False
93,A window is a transparent opening in a wall to let light through.,paraphrase,7,A glazed wall-hole is created so daylight can pass.,True,0,,,False
93,A window is a transparent opening in a wall to let light through.,paraphrase,8,Light passes via the clear wall-gap that has been installed.,True,0,,,False
93,A window is a transparent opening in a wall to let light through.,paraphrase,9,The letting-in of daylight happens through a see-through wall-slot.,True,0,,,False
93,A window is a transparent opening in a wall to let light through.,paraphrase,10,"Installed in partitions, pellucid gaps serve to transmit light.",True,0,,,False
93,A window is a transparent opening in a wall to let light through.,syntactic,1,A valve is a circular gateway in a pipe to control flow within.,,0,response_missing,No eval returned by model,True
93,A window is a transparent opening in a wall to let light through.,syntactic,2,A tunnel is a hollow passage in a mountain to guide traffic under.,,0,response_missing,No eval returned by model,True
93,A window is a transparent opening in a wall to let light through.,syntactic,3,A filter is a porous barrier in a pipe to trap particles inside.,,0,response_missing,No eval returned by model,True
93,A window is a transparent opening in a wall to let light through.,syntactic,4,A hatch is a rectangular panel in a floor to grant access below.,,0,response_missing,No eval returned by model,True
93,A window is a transparent opening in a wall to let light through.,syntactic,5,A vent is a narrow slot in a roof to release vapor upward.,,0,response_missing,No eval returned by model,True
93,A window is a transparent opening in a wall to let light through.,syntactic,6,A gate is a swinging barrier in a fence to block entry beyond.,,0,response_missing,No eval returned by model,True
93,A window is a transparent opening in a wall to let light through.,syntactic,7,A lens is a curved disk in a camera to focus light onto.,,0,response_missing,No eval returned by model,True
93,A window is a transparent opening in a wall to let light through.,syntactic,8,A port is a small window in a ship to admit air inside.,,0,response_missing,No eval returned by model,True
93,A window is a transparent opening in a wall to let light through.,syntactic,9,A flap is a flexible cover in a wall to seal drafts within.,,0,response_missing,No eval returned by model,True
93,A window is a transparent opening in a wall to let light through.,syntactic,10,A grille is a metal screen in a door to allow airflow through.,,0,response_missing,No eval returned by model,True
94,A woman can become pregnant and bear children.,paraphrase,1,Pregnancy and childbirth are possible for a female.,True,0,,,False
94,A woman can become pregnant and bear children.,paraphrase,2,It is a female who can conceive and deliver offspring.,True,0,,,False
94,A woman can become pregnant and bear children.,paraphrase,3,Offspring can be conceived and delivered by a female.,True,0,,,False
94,A woman can become pregnant and bear children.,paraphrase,4,There exists the capacity in a female to conceive and give birth.,True,0,,,False
94,A woman can become pregnant and bear children.,paraphrase,5,Conception and parturition are within a woman’s ability.,True,0,,,False
94,A woman can become pregnant and bear children.,paraphrase,6,A female’s body allows her to gestate and produce young.,True,0,,,False
94,A woman can become pregnant and bear children.,paraphrase,7,What a woman can do is conceive and bring forth progeny.,True,0,,,False
94,A woman can become pregnant and bear children.,paraphrase,8,Progeny may be gestated and birthed by a woman.,True,0,,,False
94,A woman can become pregnant and bear children.,paraphrase,9,The bearing of children is something a woman is capable of.,True,0,,,False
94,A woman can become pregnant and bear children.,paraphrase,10,A woman’s potential includes the ability to become with child and deliver.,True,0,,,False
94,A woman can become pregnant and bear children.,syntactic,1,A student can obtain certification and teach mathematics.,,0,response_missing,No eval returned by model,True
94,A woman can become pregnant and bear children.,syntactic,2,A chef can acquire training and prepare delicacies.,,0,response_missing,No eval returned by model,True
94,A woman can become pregnant and bear children.,syntactic,3,A pilot can complete training and fly aircraft.,,0,response_missing,No eval returned by model,True
94,A woman can become pregnant and bear children.,syntactic,4,A writer can secure funding and publish novels.,,0,response_missing,No eval returned by model,True
94,A woman can become pregnant and bear children.,syntactic,5,A mechanic can finish school and repair engines.,,0,response_missing,No eval returned by model,True
94,A woman can become pregnant and bear children.,syntactic,6,A doctor can pass exams and treat patients.,,0,response_missing,No eval returned by model,True
94,A woman can become pregnant and bear children.,syntactic,7,A gardener can attend classes and cultivate orchids.,,0,response_missing,No eval returned by model,True
94,A woman can become pregnant and bear children.,syntactic,8,A singer can win contests and record albums.,,0,response_missing,No eval returned by model,True
94,A woman can become pregnant and bear children.,syntactic,9,A builder can earn licenses and construct houses.,,0,response_missing,No eval returned by model,True
94,A woman can become pregnant and bear children.,syntactic,10,A scientist can receive grants and conduct experiments.,,0,response_missing,No eval returned by model,True
95,A woman has different reproductive organs than a man.,paraphrase,1,Reproductive anatomy diverges between females and males.,True,0,,,False
95,A woman has different reproductive organs than a man.,paraphrase,2,"Unlike males, females possess distinct reproductive systems.",True,0,,,False
95,A woman has different reproductive organs than a man.,paraphrase,3,It is females whose reproductive organs differ from those of males.,True,0,,,False
95,A woman has different reproductive organs than a man.,paraphrase,4,A distinction in reproductive structures exists between women and men.,True,0,,,False
95,A woman has different reproductive organs than a man.,paraphrase,5,PARAPHRASE: Female and male reproductive systems are not identical.,True,1,,,False
95,A woman has different reproductive organs than a man.,paraphrase,6,The reproductive system of a woman is not the same as a man's.,True,0,,,False
95,A woman has different reproductive organs than a man.,paraphrase,7,There is a difference in reproductive organs between the sexes.,True,0,,,False
95,A woman has different reproductive organs than a man.,paraphrase,8,What women have in reproductive anatomy contrasts with men's.,True,0,,,False
95,A woman has different reproductive organs than a man.,paraphrase,9,Reproductive organs in females are not identical to those in males.,True,0,,,False
95,A woman has different reproductive organs than a man.,paraphrase,10,One's reproductive anatomy depends on whether one is female or male.,True,0,,,False
95,A woman has different reproductive organs than a man.,syntactic,1,A robot has distinct processing circuits than a drone.,True,0,,,False
95,A woman has different reproductive organs than a man.,syntactic,2,A violin has separate resonating chambers than a trumpet.,True,0,,,False
95,A woman has different reproductive organs than a man.,syntactic,3,A chef has unique culinary tools than a baker.,True,0,,,False
95,A woman has different reproductive organs than a man.,syntactic,4,A novel has varied narrative devices than a poem.,True,0,,,False
95,A woman has different reproductive organs than a man.,syntactic,5,A telescope has specialized optical components than a microscope.,True,0,,,False
95,A woman has different reproductive organs than a man.,syntactic,6,A yacht has alternative propulsion systems than a submarine.,True,0,,,False
95,A woman has different reproductive organs than a man.,syntactic,7,A hawk has contrasting hunting strategies than a wolf.,True,0,,,False
95,A woman has different reproductive organs than a man.,syntactic,8,A laptop has diverse storage options than a desktop.,True,0,,,False
95,A woman has different reproductive organs than a man.,syntactic,9,A cactus has modified water-retention structures than a fern.,True,0,,,False
95,A woman has different reproductive organs than a man.,syntactic,10,A satellite has advanced communication modules than a rover.,True,0,,,False
96,A woman is a female human adult.,paraphrase,1,A grown-up human of the female sex is what a woman is.,True,0,,,False
96,A woman is a female human adult.,paraphrase,2,Female adults among humans are designated as women.,True,0,,,False
96,A woman is a female human adult.,paraphrase,3,It is an adult human female that the term “woman” denotes.,True,0,,,False
96,A woman is a female human adult.,paraphrase,4,Women are the mature members of the human species who are female.,True,0,,,False
96,A woman is a female human adult.,paraphrase,5,Being biologically female and fully grown defines a human woman.,True,0,,,False
96,A woman is a female human adult.,paraphrase,6,"Among humans, the adult females get called women.",True,0,,,False
96,A woman is a female human adult.,paraphrase,7,A human who has reached maturity and is female qualifies as a woman.,True,0,,,False
96,A woman is a female human adult.,paraphrase,8,The label “woman” applies to a female person past puberty.,True,0,,,False
96,A woman is a female human adult.,paraphrase,9,There exists a category—woman—covering adult human females.,True,0,,,False
96,A woman is a female human adult.,paraphrase,10,Femaleness in an adult human is what makes her a woman.,True,0,,,False
96,A woman is a female human adult.,syntactic,1,A hammer is a metal striking tool.,True,0,,,False
96,A woman is a female human adult.,syntactic,2,A novel is a fictional narrative book.,True,0,,,False
96,A woman is a female human adult.,syntactic,3,A tulip is a colorful spring bloom.,True,0,,,False
96,A woman is a female human adult.,syntactic,4,A violin is a wooden string instrument.,True,0,,,False
96,A woman is a female human adult.,syntactic,5,An eagle is a large bird of prey.,True,1,,,False
96,A woman is a female human adult.,syntactic,6,A chef is a trained culinary professional.,True,0,,,False
96,A woman is a female human adult.,syntactic,7,A canyon is a vast rocky chasm.,True,0,,,False
96,A woman is a female human adult.,syntactic,8,A beacon is a bright warning signal.,True,0,,,False
96,A woman is a female human adult.,syntactic,9,A kitten is a young feline pet.,True,0,,,False
96,A woman is a female human adult.,syntactic,10,A poem is a rhythmic literary work.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,paraphrase,1,A female is conventionally viewed as a nurturer.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,paraphrase,2,"Conventionally, a nurturer is what a female is viewed as.",True,0,,,False
97,A woman is stereotypically seen as a caregiver.,paraphrase,3,It is a nurturer that a female is conventionally viewed as.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,paraphrase,4,There is a conventional view of a female as a nurturer.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,paraphrase,5,"PARAPHRASE: Society typically expects women to take care of others.

SYNTACTIC_ALTERNATIVE: A storm is unexpectedly seen as a harbinger.",True,1,,,False
97,A woman is stereotypically seen as a caregiver.,paraphrase,6,"As a nurturer, a female is conventionally viewed.",True,0,,,False
97,A woman is stereotypically seen as a caregiver.,paraphrase,7,A nurturer is conventionally what a female is seen as.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,paraphrase,8,Society tends to cast women in the role of nurturer.,True,1,,,False
97,A woman is stereotypically seen as a caregiver.,paraphrase,9,The conventional perception is that a female is a nurturer.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,paraphrase,10,"Viewed conventionally, a female is assigned the role of nurturer.",True,0,,,False
97,A woman is stereotypically seen as a caregiver.,syntactic,1,A pilot is traditionally viewed as an aviator.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,syntactic,2,A scholar is commonly regarded as a researcher.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,syntactic,3,A chef is typically perceived as a culinarian.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,syntactic,4,A nurse is widely considered a healer.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,syntactic,5,A poet is habitually labeled a dreamer.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,syntactic,6,A guard is routinely treated as a sentinel.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,syntactic,7,A clerk is generally taken as an assistant.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,syntactic,8,A monk is customarily hailed as a hermit.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,syntactic,9,A scout is instinctively judged a tracker.,True,0,,,False
97,A woman is stereotypically seen as a caregiver.,syntactic,10,A bard is popularly esteemed a storyteller.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,paraphrase,1,"Scholarly investigations are backed by university libraries, which possess niche volumes.",True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,paraphrase,2,It is academic libraries that furnish specialized tomes and foster scholarly inquiry.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,paraphrase,3,There exist repositories on campus that both supply rare monographs and facilitate academic exploration.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,paraphrase,4,The provision of focused texts and the advancement of learned study are handled by collegiate libraries.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,paraphrase,5,"Focused publications are held, and research is championed, by higher-education libraries.",True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,paraphrase,6,What campus libraries do is sustain academic quests while curating subject-specific books.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,paraphrase,7,"By university libraries, scholarly research is aided and expert manuals are stocked.",True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,paraphrase,8,"Holding discipline-specific works, academic libraries simultaneously promote scholarly investigation.",True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,paraphrase,9,"Scholarly study receives backing, and specialized titles are kept, within university library walls.",True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,paraphrase,10,A university library’s role encompasses stocking expert volumes and buttressing academic research.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,syntactic,1,Rural clinics provide basic healthcare and keep essential medicines.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,syntactic,2,Urban bakeries sell artisan bread and offer custom cakes.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,syntactic,3,Coastal patrols monitor shipping lanes and rescue stranded vessels.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,syntactic,4,Mountain shelters accommodate weary hikers and store emergency supplies.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,syntactic,5,Digital archives preserve historical records and contain rare manuscripts.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,syntactic,6,Wildlife centers rehabilitate injured animals and house endangered species.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,syntactic,7,Community gardens cultivate organic vegetables and host educational workshops.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,syntactic,8,Independent theaters screen foreign films and stage experimental plays.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,syntactic,9,Mobile units deliver emergency aid and carry surgical equipment.,True,0,,,False
98,Academic libraries support scholarly research and have specialized books.,syntactic,10,Research stations observe climate patterns and collect atmospheric data.,True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,paraphrase,1,Sound is generated by squeezeboxes whose bellows drive air across reeds.,True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,paraphrase,2,It is the bellows within concertinas that push airflow through tongues to yield music.,True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,paraphrase,3,There exist free-reed instruments—pneumatic boxes—whose wheezing chambers create tone.,True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,paraphrase,4,What harmonicas-on-steroids do is force wind via flaps to emit notes.,True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,paraphrase,5,"By means of bellows blasting draughts past vibrators, squeezeboxes make audible vibrations.",True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,paraphrase,6,The creation of audio by pump organs occurs when bellows expel draughts across tongues.,True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,paraphrase,7,"Through reeds, the wind propelled by a melodeon’s bellows becomes sonic output.",True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,paraphrase,8,"A melodeon’s flapping valves, once air is blasted by its bellows, turn into sound.",True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,paraphrase,9,It is through reeds that the airflow driven by a concertina’s bellows is converted into noise.,True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,paraphrase,10,Pumping bellows to channel draughts across vibrators is how accordions generate music.,True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,syntactic,1,Violins create music with bows that draw strands across strings.,True,0,,,False
99,Accordions produce sound with bellows that blow air through reeds.,syntactic,2,Saxophones create music with mouthpieces that force air across reeds.,True,1,,,False
99,Accordions produce sound with bellows that blow air through reeds.,syntactic,3,Synthesizers create music with circuits that generate tones through speakers.,True,1,,,False
99,Accordions produce sound with bellows that blow air through reeds.,syntactic,4,Saxophones create music with mouthpieces that force air across reeds.,True,1,,,False
99,Accordions produce sound with bellows that blow air through reeds.,syntactic,5,Saxophones create music with mouthpieces that force air across reeds.,True,1,,,False
99,Accordions produce sound with bellows that blow air through reeds.,syntactic,6,Saxophones create music with mouthpieces that force air across reeds.,True,1,,,False
99,Accordions produce sound with bellows that blow air through reeds.,syntactic,7,Synthesizers create music with circuits that convert voltage into waveforms.,True,1,,,False
99,Accordions produce sound with bellows that blow air through reeds.,syntactic,8,Synthesizers create music with circuits that generate tones through speakers.,True,1,,,False
99,Accordions produce sound with bellows that blow air through reeds.,syntactic,9,Saxophones create music with mouthpieces that force air across reeds.,True,1,,,False
99,Accordions produce sound with bellows that blow air through reeds.,syntactic,10,Synthesizers create music with circuits that generate tones through speakers.,True,1,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",paraphrase,1,"It is essential to master theatrical performance, audience command, and melodic rendition.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",paraphrase,2,"One cannot overlook the necessity of dramatic delivery, charisma before spectators, and phrasing of tunes.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",paraphrase,3,"What remains indispensable covers dramatic portrayal, magnetism on boards, and shaping of melodies.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",paraphrase,4,"There exists a demand for dramatic embodiment, captivating occupancy of the platform, and nuanced reading of scores.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",paraphrase,5,"Dramatic enactment, commanding occupancy of the boards, and interpretive handling of compositions are held indispensable.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",paraphrase,6,"Without dramatic representation, compelling platform demeanor, and expressive unfolding of music, success fails.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",paraphrase,7,"Indispensability attaches to theatrical interpretation, captivating stance under lights, and expressive rendering of pieces.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",paraphrase,8,"The triad comprising dramatic performance, magnetic stage bearing, and insightful unfolding of tunes counts as mandatory.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",paraphrase,9,"Mandatory status is accorded to dramatic portrayal, riveting presence on planks, and interpretive delivery of compositions.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",paraphrase,10,"One deems dramatic execution, spellbinding platform aura, and thoughtful presentation of scores utterly requisite.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",syntactic,1,"Painting, color harmony, and compositional balance are all essential.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",syntactic,2,"Cooking, texture contrast, and flavor layering are all vital.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",syntactic,3,"Writing, narrative pacing, and thematic resonance are all crucial.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",syntactic,4,"Gardening, soil richness, and seasonal timing are all fundamental.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",syntactic,5,"Coding, algorithm efficiency, and user interface are all paramount.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",syntactic,6,"Dancing, rhythm precision, and emotional expression are all indispensable.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",syntactic,7,"Teaching, lesson clarity, and student engagement are all necessary.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",syntactic,8,"Designing, spatial proportion, and aesthetic cohesion are all key.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",syntactic,9,"Negotiating, tone modulation, and strategic timing are all pivotal.",True,0,,,False
100,"Acting, stage presence, and musical interpretation are all critical.",syntactic,10,"Healing, dosage accuracy, and patient trust are all imperative.",True,0,,,False
